Dataset,SubmissionDateTime,PublishTime,SettlementDate,Region,GspGroupId,ForecastDemand60,ForecastDemand100
RZDF,2025-12-07T09:00:00Z,2025-12-07T09:00:06Z,2025-12-08,South West,N/A,4369,7282
RZDF,2025-12-07T09:00:00Z,2025-12-07T09:00:06Z,2025-12-08,Midlands,N/A,4519,7532
RZDF,2025-12-07T09:00:00Z,2025-12-07T09:00:06Z,2025-12-08,North East,N/A,2978,4964
RZDF,2025-12-07T09:00:00Z,2025-12-07T09:00:06Z,2025-12-08,North West,N/A,2893,4822
RZDF,2025-12-07T09:00:00Z,2025-12-07T09:00:06Z,2025-12-08,South Scotland,N/A,1389,2315
RZDF,2025-12-07T09:00:00Z,2025-12-07T09:00:06Z,2025-12-08,North Scotland,N/A,118,196
RZDF,2025-12-06T17:00:00Z,2025-12-06T17:00:04Z,2025-12-07,South East,N/A,6302,10503
RZDF,2025-12-06T17:00:00Z,2025-12-06T17:00:04Z,2025-12-07,South West,N/A,4047,6745
RZDF,2025-12-06T17:00:00Z,2025-12-06T17:00:04Z,2025-12-07,Midlands,N/A,4186,6977
RZDF,2025-12-06T17:00:00Z,2025-12-06T17:00:04Z,2025-12-07,North East,N/A,2759,4598
RZDF,2025-12-06T17:00:00Z,2025-12-06T17:00:04Z,2025-12-07,North West,N/A,2680,4466
RZDF,2025-12-06T17:00:00Z,2025-12-06T17:00:04Z,2025-12-07,South Scotland,N/A,1286,2144
RZDF,2025-12-06T17:00:00Z,2025-12-06T17:00:04Z,2025-12-07,North Scotland,N/A,109,182
RZDF,2025-12-06T11:45:00Z,2025-12-06T11:45:04Z,2025-12-07,South East,N/A,6372,10619
RZDF,2025-12-06T11:45:00Z,2025-12-06T11:45:04Z,2025-12-07,South West,N/A,4092,6820
RZDF,2025-12-06T11:45:00Z,2025-12-06T11:45:04Z,2025-12-07,Midlands,N/A,4233,7054
RZDF,2025-12-06T11:45:00Z,2025-12-06T11:45:04Z,2025-12-07,North East,N/A,2789,4649
RZDF,2025-12-06T11:45:00Z,2025-12-06T11:45:04Z,2025-12-07,North West,N/A,2709,4516
RZDF,2025-12-06T11:45:00Z,2025-12-06T11:45:04Z,2025-12-07,South Scotland,N/A,1301,2168
RZDF,2025-12-06T11:45:00Z,2025-12-06T11:45:04Z,2025-12-07,North Scotland,N/A,110,184
RZDF,2025-12-06T09:00:00Z,2025-12-06T09:00:06Z,2025-12-07,South East,N/A,6326,10543
RZDF,2025-12-06T09:00:00Z,2025-12-06T09:00:06Z,2025-12-07,South West,N/A,4063,6771
RZDF,2025-12-06T09:00:00Z,2025-12-06T09:00:06Z,2025-12-07,Midlands,N/A,4202,7004
RZDF,2025-12-06T09:00:00Z,2025-12-06T09:00:06Z,2025-12-07,North East,N/A,2769,4615
RZDF,2025-12-06T09:00:00Z,2025-12-06T09:00:06Z,2025-12-07,North West,N/A,2690,4483
RZDF,2025-12-06T09:00:00Z,2025-12-06T09:00:06Z,2025-12-07,South Scotland,N/A,1291,2152
RZDF,2025-12-06T09:00:00Z,2025-12-06T09:00:06Z,2025-12-07,North Scotland,N/A,109,182
RZDF,2025-12-05T17:00:00Z,2025-12-05T17:00:04Z,2025-12-06,South East,N/A,6625,11042
RZDF,2025-12-05T17:00:00Z,2025-12-05T17:00:04Z,2025-12-06,South West,N/A,4255,7092
RZDF,2025-12-05T17:00:00Z,2025-12-05T17:00:04Z,2025-12-06,Midlands,N/A,4401,7335
RZDF,2025-12-05T17:00:00Z,2025-12-05T17:00:04Z,2025-12-06,North East,N/A,2900,4834
RZDF,2025-12-05T17:00:00Z,2025-12-05T17:00:04Z,2025-12-06,North West,N/A,2817,4695
RZDF,2025-12-05T17:00:00Z,2025-12-05T17:00:04Z,2025-12-06,South Scotland,N/A,1352,2254
RZDF,2025-12-05T17:00:00Z,2025-12-05T17:00:04Z,2025-12-06,North Scotland,N/A,115,191
RZDF,2025-12-05T11:45:00Z,2025-12-05T11:45:05Z,2025-12-06,South East,N/A,6674,11123
RZDF,2025-12-05T11:45:00Z,2025-12-05T11:45:05Z,2025-12-06,South West,N/A,4286,7144
RZDF,2025-12-05T11:45:00Z,2025-12-05T11:45:05Z,2025-12-06,Midlands,N/A,4433,7389
RZDF,2025-12-05T11:45:00Z,2025-12-05T11:45:05Z,2025-12-06,North East,N/A,2922,4870
RZDF,2025-12-05T11:45:00Z,2025-12-05T11:45:05Z,2025-12-06,North West,N/A,2838,4730
RZDF,2025-12-05T11:45:00Z,2025-12-05T11:45:05Z,2025-12-06,South Scotland,N/A,1362,2271
RZDF,2025-12-05T11:45:00Z,2025-12-05T11:45:05Z,2025-12-06,North Scotland,N/A,115,192
RZDF,2025-12-05T09:00:00Z,2025-12-05T09:00:05Z,2025-12-06,South East,N/A,6691,11152
RZDF,2025-12-05T09:00:00Z,2025-12-05T09:00:05Z,2025-12-06,South West,N/A,4297,7162
RZDF,2025-12-05T09:00:00Z,2025-12-05T09:00:05Z,2025-12-06,Midlands,N/A,4445,7408
RZDF,2025-12-05T09:00:00Z,2025-12-05T09:00:05Z,2025-12-06,North East,N/A,2929,4882
RZDF,2025-12-05T09:00:00Z,2025-12-05T09:00:05Z,2025-12-06,North West,N/A,2845,4742
RZDF,2025-12-05T09:00:00Z,2025-12-05T09:00:05Z,2025-12-06,South Scotland,N/A,1366,2276
RZDF,2025-12-05T09:00:00Z,2025-12-05T09:00:05Z,2025-12-06,North Scotland,N/A,116,193
RZDF,2025-12-04T17:00:00Z,2025-12-04T17:00:10Z,2025-12-05,South East,N/A,6823,11372
RZDF,2025-12-04T17:00:00Z,2025-12-04T17:00:10Z,2025-12-05,South West,N/A,4382,7304
RZDF,2025-12-04T17:00:00Z,2025-12-04T17:00:10Z,2025-12-05,Midlands,N/A,4533,7554
RZDF,2025-12-04T17:00:00Z,2025-12-04T17:00:10Z,2025-12-05,North East,N/A,2987,4978
RZDF,2025-12-04T17:00:00Z,2025-12-04T17:00:10Z,2025-12-05,North West,N/A,2901,4836
RZDF,2025-12-04T17:00:00Z,2025-12-04T17:00:10Z,2025-12-05,South Scotland,N/A,1393,2321
RZDF,2025-12-04T17:00:00Z,2025-12-04T17:00:10Z,2025-12-05,North Scotland,N/A,118,197
RZDF,2025-12-04T11:45:00Z,2025-12-04T11:45:05Z,2025-12-05,South East,N/A,6788,11313
RZDF,2025-12-04T11:45:00Z,2025-12-04T11:45:05Z,2025-12-05,South West,N/A,4360,7266
RZDF,2025-12-04T11:45:00Z,2025-12-04T11:45:05Z,2025-12-05,Midlands,N/A,4509,7515
RZDF,2025-12-04T11:45:00Z,2025-12-04T11:45:05Z,2025-12-05,North East,N/A,2972,4953
RZDF,2025-12-04T11:45:00Z,2025-12-04T11:45:05Z,2025-12-05,North West,N/A,2886,4811
RZDF,2025-12-04T11:45:00Z,2025-12-04T11:45:05Z,2025-12-05,South Scotland,N/A,1386,2309
RZDF,2025-12-04T11:45:00Z,2025-12-04T11:45:05Z,2025-12-05,North Scotland,N/A,117,196
RZDF,2025-12-04T09:00:00Z,2025-12-04T09:00:09Z,2025-12-05,South East,N/A,6738,11230
RZDF,2025-12-04T09:00:00Z,2025-12-04T09:00:09Z,2025-12-05,South West,N/A,4327,7212
RZDF,2025-12-04T09:00:00Z,2025-12-04T09:00:09Z,2025-12-05,Midlands,N/A,4476,7460
RZDF,2025-12-04T09:00:00Z,2025-12-04T09:00:09Z,2025-12-05,North East,N/A,2950,4916
RZDF,2025-12-04T09:00:00Z,2025-12-04T09:00:09Z,2025-12-05,North West,N/A,2865,4775
RZDF,2025-12-04T09:00:00Z,2025-12-04T09:00:09Z,2025-12-05,South Scotland,N/A,1375,2292
RZDF,2025-12-04T09:00:00Z,2025-12-04T09:00:09Z,2025-12-05,North Scotland,N/A,117,194
RZDF,2025-12-03T17:00:00Z,2025-12-03T17:00:05Z,2025-12-04,South East,N/A,7438,12397
RZDF,2025-12-03T17:00:00Z,2025-12-03T17:00:05Z,2025-12-04,South West,N/A,4777,7962
RZDF,2025-12-03T17:00:00Z,2025-12-03T17:00:05Z,2025-12-04,Midlands,N/A,4941,8235
RZDF,2025-12-03T17:00:00Z,2025-12-03T17:00:05Z,2025-12-04,North East,N/A,3256,5427
RZDF,2025-12-03T17:00:00Z,2025-12-03T17:00:05Z,2025-12-04,North West,N/A,3163,5271
RZDF,2025-12-03T17:00:00Z,2025-12-03T17:00:05Z,2025-12-04,South Scotland,N/A,1518,2531
RZDF,2025-12-03T17:00:00Z,2025-12-03T17:00:05Z,2025-12-04,North Scotland,N/A,129,214
RZDF,2025-12-03T11:45:00Z,2025-12-03T11:45:04Z,2025-12-04,South East,N/A,7453,12422
RZDF,2025-12-03T11:45:00Z,2025-12-03T11:45:04Z,2025-12-04,South West,N/A,4787,7978
RZDF,2025-12-03T11:45:00Z,2025-12-03T11:45:04Z,2025-12-04,Midlands,N/A,4951,8252
RZDF,2025-12-03T11:45:00Z,2025-12-03T11:45:04Z,2025-12-04,North East,N/A,3263,5438
RZDF,2025-12-03T11:45:00Z,2025-12-03T11:45:04Z,2025-12-04,North West,N/A,3169,5282
RZDF,2025-12-03T11:45:00Z,2025-12-03T11:45:04Z,2025-12-04,South Scotland,N/A,1521,2536
RZDF,2025-12-03T11:45:00Z,2025-12-03T11:45:04Z,2025-12-04,North Scotland,N/A,129,215
RZDF,2025-12-03T09:00:00Z,2025-12-03T09:00:05Z,2025-12-04,South East,N/A,7464,12440
RZDF,2025-12-03T09:00:00Z,2025-12-03T09:00:05Z,2025-12-04,South West,N/A,4794,7989
RZDF,2025-12-03T09:00:00Z,2025-12-03T09:00:05Z,2025-12-04,Midlands,N/A,4958,8264
RZDF,2025-12-03T09:00:00Z,2025-12-03T09:00:05Z,2025-12-04,North East,N/A,3267,5446
RZDF,2025-12-03T09:00:00Z,2025-12-03T09:00:05Z,2025-12-04,North West,N/A,3174,5290
RZDF,2025-12-03T09:00:00Z,2025-12-03T09:00:05Z,2025-12-04,South Scotland,N/A,1524,2539
RZDF,2025-12-03T09:00:00Z,2025-12-03T09:00:05Z,2025-12-04,North Scotland,N/A,129,215
RZDF,2025-12-02T17:00:00Z,2025-12-02T17:00:07Z,2025-12-03,South East,N/A,7179,11965
RZDF,2025-12-02T17:00:00Z,2025-12-02T17:00:07Z,2025-12-03,South West,N/A,4611,7685
RZDF,2025-12-02T17:00:00Z,2025-12-02T17:00:07Z,2025-12-03,Midlands,N/A,4769,7948
RZDF,2025-12-02T17:00:00Z,2025-12-02T17:00:07Z,2025-12-03,North East,N/A,3143,5238
RZDF,2025-12-02T17:00:00Z,2025-12-02T17:00:07Z,2025-12-03,North West,N/A,3053,5088
RZDF,2025-12-02T17:00:00Z,2025-12-02T17:00:07Z,2025-12-03,South Scotland,N/A,1466,2443
RZDF,2025-12-02T17:00:00Z,2025-12-02T17:00:07Z,2025-12-03,North Scotland,N/A,124,207
RZDF,2025-12-02T11:45:00Z,2025-12-02T11:45:05Z,2025-12-03,South East,N/A,7370,12283
RZDF,2025-12-02T11:45:00Z,2025-12-02T11:45:05Z,2025-12-03,South West,N/A,4733,7889
RZDF,2025-12-02T11:45:00Z,2025-12-02T11:45:05Z,2025-12-03,Midlands,N/A,4896,8160
RZDF,2025-12-02T11:45:00Z,2025-12-02T11:45:05Z,2025-12-03,North East,N/A,3226,5377
RZDF,2025-12-02T11:45:00Z,2025-12-02T11:45:05Z,2025-12-03,North West,N/A,3134,5223
RZDF,2025-12-02T11:45:00Z,2025-12-02T11:45:05Z,2025-12-03,South Scotland,N/A,1504,2507
RZDF,2025-12-02T11:45:00Z,2025-12-02T11:45:05Z,2025-12-03,North Scotland,N/A,127,212
RZDF,2025-12-02T09:00:00Z,2025-12-02T09:00:08Z,2025-12-03,South East,N/A,7349,12248
RZDF,2025-12-02T09:00:00Z,2025-12-02T09:00:08Z,2025-12-03,South West,N/A,4720,7866
RZDF,2025-12-02T09:00:00Z,2025-12-02T09:00:08Z,2025-12-03,Midlands,N/A,4882,8136
RZDF,2025-12-02T09:00:00Z,2025-12-02T09:00:08Z,2025-12-03,North East,N/A,3217,5362
RZDF,2025-12-02T09:00:00Z,2025-12-02T09:00:08Z,2025-12-03,North West,N/A,3125,5208
RZDF,2025-12-02T09:00:00Z,2025-12-02T09:00:08Z,2025-12-03,South Scotland,N/A,1500,2500
RZDF,2025-12-02T09:00:00Z,2025-12-02T09:00:08Z,2025-12-03,North Scotland,N/A,127,212
RZDF,2025-12-01T17:00:00Z,2025-12-01T17:00:06Z,2025-12-02,South East,N/A,7441,12402
RZDF,2025-12-01T17:00:00Z,2025-12-01T17:00:06Z,2025-12-02,South West,N/A,4779,7965
RZDF,2025-12-01T17:00:00Z,2025-12-01T17:00:06Z,2025-12-02,Midlands,N/A,4943,8239
RZDF,2025-12-01T17:00:00Z,2025-12-01T17:00:06Z,2025-12-02,North East,N/A,3258,5429
RZDF,2025-12-01T17:00:00Z,2025-12-01T17:00:06Z,2025-12-02,North West,N/A,3164,5274
RZDF,2025-12-01T17:00:00Z,2025-12-01T17:00:06Z,2025-12-02,South Scotland,N/A,1519,2532
RZDF,2025-12-01T17:00:00Z,2025-12-01T17:00:06Z,2025-12-02,North Scotland,N/A,129,214
RZDF,2025-12-01T11:45:00Z,2025-12-01T11:45:05Z,2025-12-02,South East,N/A,7330,12217
RZDF,2025-12-01T11:45:00Z,2025-12-01T11:45:05Z,2025-12-02,South West,N/A,4708,7847
RZDF,2025-12-01T11:45:00Z,2025-12-01T11:45:05Z,2025-12-02,Midlands,N/A,4869,8116
RZDF,2025-12-01T11:45:00Z,2025-12-01T11:45:05Z,2025-12-02,North East,N/A,3209,5348
RZDF,2025-12-01T11:45:00Z,2025-12-01T11:45:05Z,2025-12-02,North West,N/A,3117,5195
RZDF,2025-12-01T11:45:00Z,2025-12-01T11:45:05Z,2025-12-02,South Scotland,N/A,1496,2494
RZDF,2025-12-01T11:45:00Z,2025-12-01T11:45:05Z,2025-12-02,North Scotland,N/A,127,211
RZDF,2025-12-01T09:00:00Z,2025-12-01T09:00:08Z,2025-12-02,South East,N/A,7367,12278
RZDF,2025-12-01T09:00:00Z,2025-12-01T09:00:08Z,2025-12-02,South West,N/A,4731,7885
RZDF,2025-12-01T09:00:00Z,2025-12-01T09:00:08Z,2025-12-02,Midlands,N/A,4894,8156
RZDF,2025-12-01T09:00:00Z,2025-12-01T09:00:08Z,2025-12-02,North East,N/A,3225,5375
RZDF,2025-12-01T09:00:00Z,2025-12-01T09:00:08Z,2025-12-02,North West,N/A,3132,5221
RZDF,2025-12-01T09:00:00Z,2025-12-01T09:00:08Z,2025-12-02,South Scotland,N/A,1504,2506
RZDF,2025-12-01T09:00:00Z,2025-12-01T09:00:08Z,2025-12-02,North Scotland,N/A,127,212
RZDF,2025-11-30T17:00:00Z,2025-11-30T17:00:06Z,2025-12-01,South East,N/A,6931,11551
RZDF,2025-11-30T17:00:00Z,2025-11-30T17:00:06Z,2025-12-01,South West,N/A,4451,7419
RZDF,2025-11-30T17:00:00Z,2025-11-30T17:00:06Z,2025-12-01,Midlands,N/A,4604,7673
RZDF,2025-11-30T17:00:00Z,2025-11-30T17:00:06Z,2025-12-01,North East,N/A,3034,5057
RZDF,2025-11-30T17:00:00Z,2025-11-30T17:00:06Z,2025-12-01,North West,N/A,2947,4912
RZDF,2025-11-30T17:00:00Z,2025-11-30T17:00:06Z,2025-12-01,South Scotland,N/A,1415,2358
RZDF,2025-11-30T17:00:00Z,2025-11-30T17:00:06Z,2025-12-01,North Scotland,N/A,120,200
RZDF,2025-11-30T11:45:00Z,2025-11-30T11:45:05Z,2025-12-01,South East,N/A,7014,11690
RZDF,2025-11-30T11:45:00Z,2025-11-30T11:45:05Z,2025-12-01,South West,N/A,4505,7508
RZDF,2025-11-30T11:45:00Z,2025-11-30T11:45:05Z,2025-12-01,Midlands,N/A,4659,7766
RZDF,2025-11-30T11:45:00Z,2025-11-30T11:45:05Z,2025-12-01,North East,N/A,3071,5118
RZDF,2025-11-30T11:45:00Z,2025-11-30T11:45:05Z,2025-12-01,North West,N/A,2983,4971
RZDF,2025-11-30T11:45:00Z,2025-11-30T11:45:05Z,2025-12-01,South Scotland,N/A,1432,2386
RZDF,2025-11-30T11:45:00Z,2025-11-30T11:45:05Z,2025-12-01,North Scotland,N/A,121,202
RZDF,2025-11-30T09:00:00Z,2025-11-30T09:00:05Z,2025-12-01,South East,N/A,7059,11766
RZDF,2025-11-30T09:00:00Z,2025-11-30T09:00:05Z,2025-12-01,South West,N/A,4534,7557
RZDF,2025-11-30T09:00:00Z,2025-11-30T09:00:05Z,2025-12-01,Midlands,N/A,4690,7816
RZDF,2025-11-30T09:00:00Z,2025-11-30T09:00:05Z,2025-12-01,North East,N/A,3090,5151
RZDF,2025-11-30T09:00:00Z,2025-11-30T09:00:05Z,2025-12-01,North West,N/A,3002,5003
RZDF,2025-11-30T09:00:00Z,2025-11-30T09:00:05Z,2025-12-01,South Scotland,N/A,1441,2402
RZDF,2025-11-30T09:00:00Z,2025-11-30T09:00:05Z,2025-12-01,North Scotland,N/A,122,203
RZDF,2025-11-29T17:00:00Z,2025-11-29T17:00:05Z,2025-11-30,South East,N/A,7202,12003
RZDF,2025-11-29T17:00:00Z,2025-11-29T17:00:05Z,2025-11-30,South West,N/A,4625,7709
RZDF,2025-11-29T17:00:00Z,2025-11-29T17:00:05Z,2025-11-30,Midlands,N/A,4784,7973
RZDF,2025-11-29T17:00:00Z,2025-11-29T17:00:05Z,2025-11-30,North East,N/A,3153,5254
RZDF,2025-11-29T17:00:00Z,2025-11-29T17:00:05Z,2025-11-30,North West,N/A,3062,5104
RZDF,2025-11-29T17:00:00Z,2025-11-29T17:00:05Z,2025-11-30,South Scotland,N/A,1470,2450
RZDF,2025-11-29T17:00:00Z,2025-11-29T17:00:05Z,2025-11-30,North Scotland,N/A,125,208
RZDF,2025-11-29T11:45:00Z,2025-11-29T11:45:04Z,2025-11-30,South East,N/A,7093,11822
RZDF,2025-11-29T11:45:00Z,2025-11-29T11:45:04Z,2025-11-30,South West,N/A,4556,7593
RZDF,2025-11-29T11:45:00Z,2025-11-29T11:45:04Z,2025-11-30,Midlands,N/A,4712,7853
RZDF,2025-11-29T11:45:00Z,2025-11-29T11:45:04Z,2025-11-30,North East,N/A,3105,5175
RZDF,2025-11-29T11:45:00Z,2025-11-29T11:45:04Z,2025-11-30,North West,N/A,3016,5027
RZDF,2025-11-29T11:45:00Z,2025-11-29T11:45:04Z,2025-11-30,South Scotland,N/A,1448,2413
RZDF,2025-11-29T11:45:00Z,2025-11-29T11:45:04Z,2025-11-30,North Scotland,N/A,123,204
RZDF,2025-11-29T09:00:00Z,2025-11-29T09:00:07Z,2025-11-30,South East,N/A,7051,11751
RZDF,2025-11-29T09:00:00Z,2025-11-29T09:00:07Z,2025-11-30,South West,N/A,4528,7547
RZDF,2025-11-29T09:00:00Z,2025-11-29T09:00:07Z,2025-11-30,Midlands,N/A,4684,7806
RZDF,2025-11-29T09:00:00Z,2025-11-29T09:00:07Z,2025-11-30,North East,N/A,3087,5144
RZDF,2025-11-29T09:00:00Z,2025-11-29T09:00:07Z,2025-11-30,North West,N/A,2998,4997
RZDF,2025-11-29T09:00:00Z,2025-11-29T09:00:07Z,2025-11-30,South Scotland,N/A,1439,2399
RZDF,2025-11-29T09:00:00Z,2025-11-29T09:00:07Z,2025-11-30,North Scotland,N/A,122,203
RZDF,2025-11-28T17:00:00Z,2025-11-28T17:00:09Z,2025-11-29,South East,N/A,6666,11111
RZDF,2025-11-28T17:00:00Z,2025-11-28T17:00:09Z,2025-11-29,South West,N/A,4282,7136
RZDF,2025-11-28T17:00:00Z,2025-11-28T17:00:09Z,2025-11-29,Midlands,N/A,4428,7381
RZDF,2025-11-28T17:00:00Z,2025-11-28T17:00:09Z,2025-11-29,North East,N/A,2918,4864
RZDF,2025-11-28T17:00:00Z,2025-11-28T17:00:09Z,2025-11-29,North West,N/A,2835,4725
RZDF,2025-11-28T17:00:00Z,2025-11-28T17:00:09Z,2025-11-29,South Scotland,N/A,1361,2268
RZDF,2025-11-28T17:00:00Z,2025-11-28T17:00:09Z,2025-11-29,North Scotland,N/A,115,192
RZDF,2025-11-28T11:45:00Z,2025-11-28T11:45:05Z,2025-11-29,South East,N/A,66,110
RZDF,2025-11-28T11:45:00Z,2025-11-28T11:45:05Z,2025-11-29,South West,N/A,42,71
RZDF,2025-11-28T11:45:00Z,2025-11-28T11:45:05Z,2025-11-29,Midlands,N/A,44,73
RZDF,2025-11-28T11:45:00Z,2025-11-28T11:45:05Z,2025-11-29,North East,N/A,29,48
RZDF,2025-11-28T11:45:00Z,2025-11-28T11:45:05Z,2025-11-29,North West,N/A,28,47
RZDF,2025-11-28T11:45:00Z,2025-11-28T11:45:05Z,2025-11-29,South Scotland,N/A,13,22
RZDF,2025-11-28T11:45:00Z,2025-11-28T11:45:05Z,2025-11-29,North Scotland,N/A,1,2
RZDF,2025-11-28T09:00:00Z,2025-11-28T09:00:05Z,2025-11-29,South East,N/A,65,109
RZDF,2025-11-28T09:00:00Z,2025-11-28T09:00:05Z,2025-11-29,South West,N/A,42,70
RZDF,2025-11-28T09:00:00Z,2025-11-28T09:00:05Z,2025-11-29,Midlands,N/A,43,72
RZDF,2025-11-28T09:00:00Z,2025-11-28T09:00:05Z,2025-11-29,North East,N/A,29,48
RZDF,2025-11-28T09:00:00Z,2025-11-28T09:00:05Z,2025-11-29,North West,N/A,28,46
RZDF,2025-11-28T09:00:00Z,2025-11-28T09:00:05Z,2025-11-29,South Scotland,N/A,13,22
RZDF,2025-11-28T09:00:00Z,2025-11-28T09:00:05Z,2025-11-29,North Scotland,N/A,1,2
RZDF,2025-11-27T17:00:00Z,2025-11-27T17:00:04Z,2025-11-28,South East,N/A,69,116
RZDF,2025-11-27T17:00:00Z,2025-11-27T17:00:04Z,2025-11-28,South West,N/A,45,74
RZDF,2025-11-27T17:00:00Z,2025-11-27T17:00:04Z,2025-11-28,Midlands,N/A,46,77
RZDF,2025-11-27T17:00:00Z,2025-11-27T17:00:04Z,2025-11-28,North East,N/A,30,51
RZDF,2025-11-27T17:00:00Z,2025-11-27T17:00:04Z,2025-11-28,North West,N/A,30,49
RZDF,2025-11-27T17:00:00Z,2025-11-27T17:00:04Z,2025-11-28,South Scotland,N/A,14,24
RZDF,2025-11-27T17:00:00Z,2025-11-27T17:00:04Z,2025-11-28,North Scotland,N/A,1,2
RZDF,2025-11-27T11:45:00Z,2025-11-27T11:45:04Z,2025-11-28,South East,N/A,68,114
RZDF,2025-11-27T11:45:00Z,2025-11-27T11:45:04Z,2025-11-28,South West,N/A,44,73
RZDF,2025-11-27T11:45:00Z,2025-11-27T11:45:04Z,2025-11-28,Midlands,N/A,45,76
RZDF,2025-11-27T11:45:00Z,2025-11-27T11:45:04Z,2025-11-28,North East,N/A,30,50
RZDF,2025-11-27T11:45:00Z,2025-11-27T11:45:04Z,2025-11-28,North West,N/A,29,48
RZDF,2025-11-27T11:45:00Z,2025-11-27T11:45:04Z,2025-11-28,South Scotland,N/A,14,23
RZDF,2025-11-27T11:45:00Z,2025-11-27T11:45:04Z,2025-11-28,North Scotland,N/A,1,2
RZDF,2025-11-27T09:00:00Z,2025-11-27T09:00:04Z,2025-11-28,South East,N/A,68,114
RZDF,2025-11-27T09:00:00Z,2025-11-27T09:00:04Z,2025-11-28,South West,N/A,44,73
RZDF,2025-11-27T09:00:00Z,2025-11-27T09:00:04Z,2025-11-28,Midlands,N/A,45,76
RZDF,2025-11-27T09:00:00Z,2025-11-27T09:00:04Z,2025-11-28,North East,N/A,30,50
RZDF,2025-11-27T09:00:00Z,2025-11-27T09:00:04Z,2025-11-28,North West,N/A,29,48
RZDF,2025-11-27T09:00:00Z,2025-11-27T09:00:04Z,2025-11-28,South Scotland,N/A,14,23
RZDF,2025-11-27T09:00:00Z,2025-11-27T09:00:04Z,2025-11-28,North Scotland,N/A,1,2
RZDF,2025-11-26T17:00:00Z,2025-11-26T17:00:06Z,2025-11-27,South East,N/A,68,114
RZDF,2025-11-26T17:00:00Z,2025-11-26T17:00:06Z,2025-11-27,South West,N/A,44,73
RZDF,2025-11-26T17:00:00Z,2025-11-26T17:00:06Z,2025-11-27,Midlands,N/A,45,76
RZDF,2025-11-26T17:00:00Z,2025-11-26T17:00:06Z,2025-11-27,North East,N/A,30,50
RZDF,2025-11-26T17:00:00Z,2025-11-26T17:00:06Z,2025-11-27,North West,N/A,29,48
RZDF,2025-11-26T17:00:00Z,2025-11-26T17:00:06Z,2025-11-27,South Scotland,N/A,14,23
RZDF,2025-11-26T17:00:00Z,2025-11-26T17:00:06Z,2025-11-27,North Scotland,N/A,1,2
RZDF,2025-11-26T11:45:00Z,2025-11-26T11:45:05Z,2025-11-27,South East,N/A,69,114
RZDF,2025-11-26T11:45:00Z,2025-11-26T11:45:05Z,2025-11-27,South West,N/A,44,73
RZDF,2025-11-26T11:45:00Z,2025-11-26T11:45:05Z,2025-11-27,Midlands,N/A,46,76
RZDF,2025-11-26T11:45:00Z,2025-11-26T11:45:05Z,2025-11-27,North East,N/A,30,50
RZDF,2025-11-26T11:45:00Z,2025-11-26T11:45:05Z,2025-11-27,North West,N/A,29,49
RZDF,2025-11-26T11:45:00Z,2025-11-26T11:45:05Z,2025-11-27,South Scotland,N/A,14,23
RZDF,2025-11-26T11:45:00Z,2025-11-26T11:45:05Z,2025-11-27,North Scotland,N/A,1,2
RZDF,2025-11-26T09:00:00Z,2025-11-26T09:00:05Z,2025-11-27,South East,N/A,68,114
RZDF,2025-11-26T09:00:00Z,2025-11-26T09:00:05Z,2025-11-27,South West,N/A,44,73
RZDF,2025-11-26T09:00:00Z,2025-11-26T09:00:05Z,2025-11-27,Midlands,N/A,45,76
RZDF,2025-11-26T09:00:00Z,2025-11-26T09:00:05Z,2025-11-27,North East,N/A,30,50
RZDF,2025-11-26T09:00:00Z,2025-11-26T09:00:05Z,2025-11-27,North West,N/A,29,49
RZDF,2025-11-26T09:00:00Z,2025-11-26T09:00:05Z,2025-11-27,South Scotland,N/A,14,23
RZDF,2025-11-26T09:00:00Z,2025-11-26T09:00:05Z,2025-11-27,North Scotland,N/A,1,2
RZDF,2025-11-25T17:00:00Z,2025-11-25T17:00:06Z,2025-11-26,South East,N/A,75,126
RZDF,2025-11-25T17:00:00Z,2025-11-25T17:00:06Z,2025-11-26,South West,N/A,48,81
RZDF,2025-11-25T17:00:00Z,2025-11-25T17:00:06Z,2025-11-26,Midlands,N/A,50,83
RZDF,2025-11-25T17:00:00Z,2025-11-25T17:00:06Z,2025-11-26,North East,N/A,33,55
RZDF,2025-11-25T17:00:00Z,2025-11-25T17:00:06Z,2025-11-26,North West,N/A,32,53
RZDF,2025-11-25T17:00:00Z,2025-11-25T17:00:06Z,2025-11-26,South Scotland,N/A,15,26
RZDF,2025-11-25T17:00:00Z,2025-11-25T17:00:06Z,2025-11-26,North Scotland,N/A,1,2
RZDF,2025-11-25T11:45:00Z,2025-11-25T11:45:08Z,2025-11-26,South East,N/A,75,125
RZDF,2025-11-25T11:45:00Z,2025-11-25T11:45:08Z,2025-11-26,South West,N/A,48,81
RZDF,2025-11-25T11:45:00Z,2025-11-25T11:45:08Z,2025-11-26,Midlands,N/A,50,83
RZDF,2025-11-25T11:45:00Z,2025-11-25T11:45:08Z,2025-11-26,North East,N/A,33,55
RZDF,2025-11-25T11:45:00Z,2025-11-25T11:45:08Z,2025-11-26,North West,N/A,32,53
RZDF,2025-11-25T11:45:00Z,2025-11-25T11:45:08Z,2025-11-26,South Scotland,N/A,15,26
RZDF,2025-11-25T11:45:00Z,2025-11-25T11:45:08Z,2025-11-26,North Scotland,N/A,1,2
