Dataset,SubmissionDateTime,PublishTime,SettlementDate,Region,GspGroupId,ForecastDemand60,ForecastDemand100
RZDF,2025-10-02T16:00:00Z,2025-10-02T16:00:05Z,2025-10-03,Midlands,N/A,3342,5570
RZDF,2025-10-02T16:00:00Z,2025-10-02T16:00:05Z,2025-10-03,North East,N/A,2186,3643
RZDF,2025-10-02T16:00:00Z,2025-10-02T16:00:05Z,2025-10-03,North West,N/A,2040,3400
RZDF,2025-10-02T16:00:00Z,2025-10-02T16:00:05Z,2025-10-03,South Scotland,N/A,786,1311
RZDF,2025-10-02T16:00:00Z,2025-10-02T16:00:05Z,2025-10-03,North Scotland,N/A,0,0
RZDF,2025-10-02T10:45:00Z,2025-10-02T10:45:04Z,2025-10-03,South East,N/A,2276,3793
RZDF,2025-10-02T10:45:00Z,2025-10-02T10:45:04Z,2025-10-03,South West,N/A,8191,13652
RZDF,2025-10-02T10:45:00Z,2025-10-02T10:45:04Z,2025-10-03,Midlands,N/A,3387,5646
RZDF,2025-10-02T10:45:00Z,2025-10-02T10:45:04Z,2025-10-03,North East,N/A,2215,3692
RZDF,2025-10-02T10:45:00Z,2025-10-02T10:45:04Z,2025-10-03,North West,N/A,2068,3446
RZDF,2025-10-02T10:45:00Z,2025-10-02T10:45:04Z,2025-10-03,South Scotland,N/A,797,1329
RZDF,2025-10-02T10:45:00Z,2025-10-02T10:45:04Z,2025-10-03,North Scotland,N/A,0,0
RZDF,2025-10-02T08:00:00Z,2025-10-02T08:00:05Z,2025-10-03,South East,N/A,2249,3748
RZDF,2025-10-02T08:00:00Z,2025-10-02T08:00:05Z,2025-10-03,South West,N/A,8093,13488
RZDF,2025-10-02T08:00:00Z,2025-10-02T08:00:05Z,2025-10-03,Midlands,N/A,3347,5578
RZDF,2025-10-02T08:00:00Z,2025-10-02T08:00:05Z,2025-10-03,North East,N/A,2189,3648
RZDF,2025-10-02T08:00:00Z,2025-10-02T08:00:05Z,2025-10-03,North West,N/A,2043,3405
RZDF,2025-10-02T08:00:00Z,2025-10-02T08:00:05Z,2025-10-03,South Scotland,N/A,788,1313
RZDF,2025-10-02T08:00:00Z,2025-10-02T08:00:05Z,2025-10-03,North Scotland,N/A,0,0
RZDF,2025-10-01T16:00:00Z,2025-10-01T16:00:05Z,2025-10-02,South East,N/A,2305,3842
RZDF,2025-10-01T16:00:00Z,2025-10-01T16:00:05Z,2025-10-02,South West,N/A,8297,13828
RZDF,2025-10-01T16:00:00Z,2025-10-01T16:00:05Z,2025-10-02,Midlands,N/A,3431,5718
RZDF,2025-10-01T16:00:00Z,2025-10-01T16:00:05Z,2025-10-02,North East,N/A,2244,3740
RZDF,2025-10-01T16:00:00Z,2025-10-01T16:00:05Z,2025-10-02,North West,N/A,2094,3490
RZDF,2025-10-01T16:00:00Z,2025-10-01T16:00:05Z,2025-10-02,South Scotland,N/A,807,1346
RZDF,2025-10-01T16:00:00Z,2025-10-01T16:00:05Z,2025-10-02,North Scotland,N/A,0,0
RZDF,2025-10-01T10:45:00Z,2025-10-01T10:45:06Z,2025-10-02,South East,N/A,2296,3826
RZDF,2025-10-01T10:45:00Z,2025-10-01T10:45:06Z,2025-10-02,South West,N/A,8262,13769
RZDF,2025-10-01T10:45:00Z,2025-10-01T10:45:06Z,2025-10-02,Midlands,N/A,3417,5694
RZDF,2025-10-01T10:45:00Z,2025-10-01T10:45:06Z,2025-10-02,North East,N/A,2234,3724
RZDF,2025-10-01T10:45:00Z,2025-10-01T10:45:06Z,2025-10-02,North West,N/A,2085,3476
RZDF,2025-10-01T10:45:00Z,2025-10-01T10:45:06Z,2025-10-02,South Scotland,N/A,804,1340
RZDF,2025-10-01T10:45:00Z,2025-10-01T10:45:06Z,2025-10-02,North Scotland,N/A,0,0
RZDF,2025-10-01T08:00:00Z,2025-10-01T08:00:07Z,2025-10-02,South East,N/A,2275,3792
RZDF,2025-10-01T08:00:00Z,2025-10-01T08:00:07Z,2025-10-02,South West,N/A,8188,13647
RZDF,2025-10-01T08:00:00Z,2025-10-01T08:00:07Z,2025-10-02,Midlands,N/A,3386,5644
RZDF,2025-10-01T08:00:00Z,2025-10-01T08:00:07Z,2025-10-02,North East,N/A,2215,3691
RZDF,2025-10-01T08:00:00Z,2025-10-01T08:00:07Z,2025-10-02,North West,N/A,2067,3445
RZDF,2025-10-01T08:00:00Z,2025-10-01T08:00:07Z,2025-10-02,South Scotland,N/A,797,1328
RZDF,2025-10-01T08:00:00Z,2025-10-01T08:00:07Z,2025-10-02,North Scotland,N/A,0,0
RZDF,2025-09-30T16:00:00Z,2025-09-30T16:00:05Z,2025-10-01,South East,N/A,2417,4029
RZDF,2025-09-30T16:00:00Z,2025-09-30T16:00:05Z,2025-10-01,South West,N/A,8700,14500
RZDF,2025-09-30T16:00:00Z,2025-09-30T16:00:05Z,2025-10-01,Midlands,N/A,3598,5997
RZDF,2025-09-30T16:00:00Z,2025-09-30T16:00:05Z,2025-10-01,North East,N/A,2353,3922
RZDF,2025-09-30T16:00:00Z,2025-09-30T16:00:05Z,2025-10-01,North West,N/A,2196,3660
RZDF,2025-09-30T16:00:00Z,2025-09-30T16:00:05Z,2025-10-01,South Scotland,N/A,847,1411
RZDF,2025-09-30T16:00:00Z,2025-09-30T16:00:05Z,2025-10-01,North Scotland,N/A,0,0
RZDF,2025-09-30T10:45:00Z,2025-09-30T10:45:05Z,2025-10-01,South East,N/A,2404,4007
RZDF,2025-09-30T10:45:00Z,2025-09-30T10:45:05Z,2025-10-01,South West,N/A,8652,14420
RZDF,2025-09-30T10:45:00Z,2025-09-30T10:45:05Z,2025-10-01,Midlands,N/A,3578,5963
RZDF,2025-09-30T10:45:00Z,2025-09-30T10:45:05Z,2025-10-01,North East,N/A,2340,3900
RZDF,2025-09-30T10:45:00Z,2025-09-30T10:45:05Z,2025-10-01,North West,N/A,2184,3640
RZDF,2025-09-30T10:45:00Z,2025-09-30T10:45:05Z,2025-10-01,South Scotland,N/A,842,1403
RZDF,2025-09-30T10:45:00Z,2025-09-30T10:45:05Z,2025-10-01,North Scotland,N/A,0,0
RZDF,2025-09-30T08:00:00Z,2025-09-30T08:00:05Z,2025-10-01,South East,N/A,2418,4030
RZDF,2025-09-30T08:00:00Z,2025-09-30T08:00:05Z,2025-10-01,South West,N/A,8703,14504
RZDF,2025-09-30T08:00:00Z,2025-09-30T08:00:05Z,2025-10-01,Midlands,N/A,3599,5998
RZDF,2025-09-30T08:00:00Z,2025-09-30T08:00:05Z,2025-10-01,North East,N/A,2354,3923
RZDF,2025-09-30T08:00:00Z,2025-09-30T08:00:05Z,2025-10-01,North West,N/A,2197,3661
RZDF,2025-09-30T08:00:00Z,2025-09-30T08:00:05Z,2025-10-01,South Scotland,N/A,847,1412
RZDF,2025-09-30T08:00:00Z,2025-09-30T08:00:05Z,2025-10-01,North Scotland,N/A,0,0
RZDF,2025-09-29T16:00:00Z,2025-09-29T16:00:04Z,2025-09-30,South East,N/A,5989,9982
RZDF,2025-09-29T16:00:00Z,2025-09-29T16:00:04Z,2025-09-30,South West,N/A,3855,6425
RZDF,2025-09-29T16:00:00Z,2025-09-29T16:00:04Z,2025-09-30,Midlands,N/A,3988,6646
RZDF,2025-09-29T16:00:00Z,2025-09-29T16:00:04Z,2025-09-30,North East,N/A,2627,4379
RZDF,2025-09-29T16:00:00Z,2025-09-29T16:00:04Z,2025-09-30,North West,N/A,2578,4297
RZDF,2025-09-29T16:00:00Z,2025-09-29T16:00:04Z,2025-09-30,South Scotland,N/A,1224,2040
RZDF,2025-09-29T16:00:00Z,2025-09-29T16:00:04Z,2025-09-30,North Scotland,N/A,104,173
RZDF,2025-09-29T10:45:00Z,2025-09-29T10:45:05Z,2025-09-30,South East,N/A,6001,10002
RZDF,2025-09-29T10:45:00Z,2025-09-29T10:45:05Z,2025-09-30,South West,N/A,3863,6438
RZDF,2025-09-29T10:45:00Z,2025-09-29T10:45:05Z,2025-09-30,Midlands,N/A,3996,6659
RZDF,2025-09-29T10:45:00Z,2025-09-29T10:45:05Z,2025-09-30,North East,N/A,2632,4387
RZDF,2025-09-29T10:45:00Z,2025-09-29T10:45:05Z,2025-09-30,North West,N/A,2583,4306
RZDF,2025-09-29T10:45:00Z,2025-09-29T10:45:05Z,2025-09-30,South Scotland,N/A,1226,2044
RZDF,2025-09-29T10:45:00Z,2025-09-29T10:45:05Z,2025-09-30,North Scotland,N/A,104,173
RZDF,2025-09-29T08:00:00Z,2025-09-29T08:00:11Z,2025-09-30,South East,N/A,6039,10065
RZDF,2025-09-29T08:00:00Z,2025-09-29T08:00:11Z,2025-09-30,South West,N/A,3887,6478
RZDF,2025-09-29T08:00:00Z,2025-09-29T08:00:11Z,2025-09-30,Midlands,N/A,4021,6701
RZDF,2025-09-29T08:00:00Z,2025-09-29T08:00:11Z,2025-09-30,North East,N/A,2649,4415
RZDF,2025-09-29T08:00:00Z,2025-09-29T08:00:11Z,2025-09-30,North West,N/A,2600,4333
RZDF,2025-09-29T08:00:00Z,2025-09-29T08:00:11Z,2025-09-30,South Scotland,N/A,1234,2057
RZDF,2025-09-29T08:00:00Z,2025-09-29T08:00:11Z,2025-09-30,North Scotland,N/A,105,175
RZDF,2025-09-28T16:00:00Z,2025-09-28T16:00:06Z,2025-09-29,South East,N/A,6202,10337
RZDF,2025-09-28T16:00:00Z,2025-09-28T16:00:06Z,2025-09-29,South West,N/A,3992,6654
RZDF,2025-09-28T16:00:00Z,2025-09-28T16:00:06Z,2025-09-29,Midlands,N/A,4129,6882
RZDF,2025-09-28T16:00:00Z,2025-09-28T16:00:06Z,2025-09-29,North East,N/A,2721,4534
RZDF,2025-09-28T16:00:00Z,2025-09-28T16:00:06Z,2025-09-29,North West,N/A,2670,4450
RZDF,2025-09-28T16:00:00Z,2025-09-28T16:00:06Z,2025-09-29,South Scotland,N/A,1267,2112
RZDF,2025-09-28T16:00:00Z,2025-09-28T16:00:06Z,2025-09-29,North Scotland,N/A,108,179
RZDF,2025-09-28T10:45:00Z,2025-09-28T10:45:05Z,2025-09-29,South East,N/A,6146,10243
RZDF,2025-09-28T10:45:00Z,2025-09-28T10:45:05Z,2025-09-29,South West,N/A,3956,6593
RZDF,2025-09-28T10:45:00Z,2025-09-28T10:45:05Z,2025-09-29,Midlands,N/A,4092,6820
RZDF,2025-09-28T10:45:00Z,2025-09-28T10:45:05Z,2025-09-29,North East,N/A,2696,4493
RZDF,2025-09-28T10:45:00Z,2025-09-28T10:45:05Z,2025-09-29,North West,N/A,2646,4409
RZDF,2025-09-28T10:45:00Z,2025-09-28T10:45:05Z,2025-09-29,South Scotland,N/A,1256,2093
RZDF,2025-09-28T10:45:00Z,2025-09-28T10:45:05Z,2025-09-29,North Scotland,N/A,107,178
RZDF,2025-09-28T08:00:00Z,2025-09-28T08:00:06Z,2025-09-29,South East,N/A,6174,10290
RZDF,2025-09-28T08:00:00Z,2025-09-28T08:00:06Z,2025-09-29,South West,N/A,3974,6623
RZDF,2025-09-28T08:00:00Z,2025-09-28T08:00:06Z,2025-09-29,Midlands,N/A,4110,6851
RZDF,2025-09-28T08:00:00Z,2025-09-28T08:00:06Z,2025-09-29,North East,N/A,2708,4513
RZDF,2025-09-28T08:00:00Z,2025-09-28T08:00:06Z,2025-09-29,North West,N/A,2658,4430
RZDF,2025-09-28T08:00:00Z,2025-09-28T08:00:06Z,2025-09-29,South Scotland,N/A,1262,2103
RZDF,2025-09-28T08:00:00Z,2025-09-28T08:00:06Z,2025-09-29,North Scotland,N/A,107,178
RZDF,2025-09-27T16:00:00Z,2025-09-27T16:00:05Z,2025-09-28,South East,N/A,5610,9350
RZDF,2025-09-27T16:00:00Z,2025-09-27T16:00:05Z,2025-09-28,South West,N/A,3611,6018
RZDF,2025-09-27T16:00:00Z,2025-09-27T16:00:05Z,2025-09-28,Midlands,N/A,3735,6225
RZDF,2025-09-27T16:00:00Z,2025-09-27T16:00:05Z,2025-09-28,North East,N/A,2461,4101
RZDF,2025-09-27T16:00:00Z,2025-09-27T16:00:05Z,2025-09-28,North West,N/A,2415,4025
RZDF,2025-09-27T16:00:00Z,2025-09-27T16:00:05Z,2025-09-28,South Scotland,N/A,1146,1911
RZDF,2025-09-27T16:00:00Z,2025-09-27T16:00:05Z,2025-09-28,North Scotland,N/A,97,162
RZDF,2025-09-27T10:45:00Z,2025-09-27T10:45:06Z,2025-09-28,South East,N/A,5548,9246
RZDF,2025-09-27T10:45:00Z,2025-09-27T10:45:06Z,2025-09-28,South West,N/A,3571,5951
RZDF,2025-09-27T10:45:00Z,2025-09-27T10:45:06Z,2025-09-28,Midlands,N/A,3693,6156
RZDF,2025-09-27T10:45:00Z,2025-09-27T10:45:06Z,2025-09-28,North East,N/A,2433,4056
RZDF,2025-09-27T10:45:00Z,2025-09-27T10:45:06Z,2025-09-28,North West,N/A,2388,3980
RZDF,2025-09-27T10:45:00Z,2025-09-27T10:45:06Z,2025-09-28,South Scotland,N/A,1134,1889
RZDF,2025-09-27T10:45:00Z,2025-09-27T10:45:06Z,2025-09-28,North Scotland,N/A,96,160
RZDF,2025-09-27T08:00:00Z,2025-09-27T08:00:06Z,2025-09-28,South East,N/A,5562,9269
RZDF,2025-09-27T08:00:00Z,2025-09-27T08:00:06Z,2025-09-28,South West,N/A,3580,5966
RZDF,2025-09-27T08:00:00Z,2025-09-27T08:00:06Z,2025-09-28,Midlands,N/A,3703,6171
RZDF,2025-09-27T08:00:00Z,2025-09-27T08:00:06Z,2025-09-28,North East,N/A,2439,4066
RZDF,2025-09-27T08:00:00Z,2025-09-27T08:00:06Z,2025-09-28,North West,N/A,2394,3990
RZDF,2025-09-27T08:00:00Z,2025-09-27T08:00:06Z,2025-09-28,South Scotland,N/A,1137,1894
RZDF,2025-09-27T08:00:00Z,2025-09-27T08:00:06Z,2025-09-28,North Scotland,N/A,96,161
RZDF,2025-09-26T16:00:00Z,2025-09-26T16:00:05Z,2025-09-27,South East,N/A,5247,8744
RZDF,2025-09-26T16:00:00Z,2025-09-26T16:00:05Z,2025-09-27,South West,N/A,3377,5628
RZDF,2025-09-26T16:00:00Z,2025-09-26T16:00:05Z,2025-09-27,Midlands,N/A,3493,5822
RZDF,2025-09-26T16:00:00Z,2025-09-26T16:00:05Z,2025-09-27,North East,N/A,2301,3836
RZDF,2025-09-26T16:00:00Z,2025-09-26T16:00:05Z,2025-09-27,North West,N/A,2258,3764
RZDF,2025-09-26T16:00:00Z,2025-09-26T16:00:05Z,2025-09-27,South Scotland,N/A,1072,1787
RZDF,2025-09-26T16:00:00Z,2025-09-26T16:00:05Z,2025-09-27,North Scotland,N/A,91,152
RZDF,2025-09-26T10:45:00Z,2025-09-26T10:45:05Z,2025-09-27,South East,N/A,5282,8803
RZDF,2025-09-26T10:45:00Z,2025-09-26T10:45:05Z,2025-09-27,South West,N/A,3400,5666
RZDF,2025-09-26T10:45:00Z,2025-09-26T10:45:05Z,2025-09-27,Midlands,N/A,3516,5861
RZDF,2025-09-26T10:45:00Z,2025-09-26T10:45:05Z,2025-09-27,North East,N/A,2317,3861
RZDF,2025-09-26T10:45:00Z,2025-09-26T10:45:05Z,2025-09-27,North West,N/A,2274,3789
RZDF,2025-09-26T10:45:00Z,2025-09-26T10:45:05Z,2025-09-27,South Scotland,N/A,1079,1799
RZDF,2025-09-26T10:45:00Z,2025-09-26T10:45:05Z,2025-09-27,North Scotland,N/A,92,153
RZDF,2025-09-26T08:00:00Z,2025-09-26T08:00:07Z,2025-09-27,South East,N/A,5227,8711
RZDF,2025-09-26T08:00:00Z,2025-09-26T08:00:07Z,2025-09-27,South West,N/A,3364,5607
RZDF,2025-09-26T08:00:00Z,2025-09-26T08:00:07Z,2025-09-27,Midlands,N/A,3480,5800
RZDF,2025-09-26T08:00:00Z,2025-09-26T08:00:07Z,2025-09-27,North East,N/A,2293,3821
RZDF,2025-09-26T08:00:00Z,2025-09-26T08:00:07Z,2025-09-27,North West,N/A,2250,3750
RZDF,2025-09-26T08:00:00Z,2025-09-26T08:00:07Z,2025-09-27,South Scotland,N/A,1068,1780
RZDF,2025-09-26T08:00:00Z,2025-09-26T08:00:07Z,2025-09-27,North Scotland,N/A,91,151
RZDF,2025-09-25T16:00:00Z,2025-09-25T16:00:04Z,2025-09-26,South East,N/A,5736,9560
RZDF,2025-09-25T16:00:00Z,2025-09-25T16:00:04Z,2025-09-26,South West,N/A,3692,6154
RZDF,2025-09-25T16:00:00Z,2025-09-25T16:00:04Z,2025-09-26,Midlands,N/A,3819,6365
RZDF,2025-09-25T16:00:00Z,2025-09-25T16:00:04Z,2025-09-26,North East,N/A,2516,4193
RZDF,2025-09-25T16:00:00Z,2025-09-25T16:00:04Z,2025-09-26,North West,N/A,2469,4115
RZDF,2025-09-25T16:00:00Z,2025-09-25T16:00:04Z,2025-09-26,South Scotland,N/A,1172,1954
RZDF,2025-09-25T16:00:00Z,2025-09-25T16:00:04Z,2025-09-26,North Scotland,N/A,99,166
RZDF,2025-09-25T10:45:00Z,2025-09-25T10:45:06Z,2025-09-26,South East,N/A,5693,9488
RZDF,2025-09-25T10:45:00Z,2025-09-25T10:45:06Z,2025-09-26,South West,N/A,3664,6107
RZDF,2025-09-25T10:45:00Z,2025-09-25T10:45:06Z,2025-09-26,Midlands,N/A,3790,6317
RZDF,2025-09-25T10:45:00Z,2025-09-25T10:45:06Z,2025-09-26,North East,N/A,2497,4162
RZDF,2025-09-25T10:45:00Z,2025-09-25T10:45:06Z,2025-09-26,North West,N/A,2451,4084
RZDF,2025-09-25T10:45:00Z,2025-09-25T10:45:06Z,2025-09-26,South Scotland,N/A,1163,1939
RZDF,2025-09-25T10:45:00Z,2025-09-25T10:45:06Z,2025-09-26,North Scotland,N/A,99,165
RZDF,2025-09-25T08:00:00Z,2025-09-25T08:00:05Z,2025-09-26,South East,N/A,5777,9629
RZDF,2025-09-25T08:00:00Z,2025-09-25T08:00:05Z,2025-09-26,South West,N/A,3718,6197
RZDF,2025-09-25T08:00:00Z,2025-09-25T08:00:05Z,2025-09-26,Midlands,N/A,3846,6410
RZDF,2025-09-25T08:00:00Z,2025-09-25T08:00:05Z,2025-09-26,North East,N/A,2534,4223
RZDF,2025-09-25T08:00:00Z,2025-09-25T08:00:05Z,2025-09-26,North West,N/A,2487,4145
RZDF,2025-09-25T08:00:00Z,2025-09-25T08:00:05Z,2025-09-26,South Scotland,N/A,1181,1968
RZDF,2025-09-25T08:00:00Z,2025-09-25T08:00:05Z,2025-09-26,North Scotland,N/A,100,167
RZDF,2025-09-24T16:00:00Z,2025-09-24T16:00:06Z,2025-09-25,South East,N/A,5808,9681
RZDF,2025-09-24T16:00:00Z,2025-09-24T16:00:06Z,2025-09-25,South West,N/A,3739,6231
RZDF,2025-09-24T16:00:00Z,2025-09-24T16:00:06Z,2025-09-25,Midlands,N/A,3867,6445
RZDF,2025-09-24T16:00:00Z,2025-09-24T16:00:06Z,2025-09-25,North East,N/A,2548,4246
RZDF,2025-09-24T16:00:00Z,2025-09-24T16:00:06Z,2025-09-25,North West,N/A,2500,4167
RZDF,2025-09-24T16:00:00Z,2025-09-24T16:00:06Z,2025-09-25,South Scotland,N/A,1187,1978
RZDF,2025-09-24T16:00:00Z,2025-09-24T16:00:06Z,2025-09-25,North Scotland,N/A,101,168
RZDF,2025-09-24T10:45:00Z,2025-09-24T10:45:05Z,2025-09-25,South East,N/A,5797,9662
RZDF,2025-09-24T10:45:00Z,2025-09-24T10:45:05Z,2025-09-25,South West,N/A,3731,6219
RZDF,2025-09-24T10:45:00Z,2025-09-24T10:45:05Z,2025-09-25,Midlands,N/A,3859,6432
RZDF,2025-09-24T10:45:00Z,2025-09-24T10:45:05Z,2025-09-25,North East,N/A,2543,4238
RZDF,2025-09-24T10:45:00Z,2025-09-24T10:45:05Z,2025-09-25,North West,N/A,2495,4159
RZDF,2025-09-24T10:45:00Z,2025-09-24T10:45:05Z,2025-09-25,South Scotland,N/A,1185,1974
RZDF,2025-09-24T10:45:00Z,2025-09-24T10:45:05Z,2025-09-25,North Scotland,N/A,101,168
RZDF,2025-09-24T08:00:00Z,2025-09-24T08:00:06Z,2025-09-25,South East,N/A,5815,9691
RZDF,2025-09-24T08:00:00Z,2025-09-24T08:00:06Z,2025-09-25,South West,N/A,3743,6238
RZDF,2025-09-24T08:00:00Z,2025-09-24T08:00:06Z,2025-09-25,Midlands,N/A,3871,6452
RZDF,2025-09-24T08:00:00Z,2025-09-24T08:00:06Z,2025-09-25,North East,N/A,2551,4251
RZDF,2025-09-24T08:00:00Z,2025-09-24T08:00:06Z,2025-09-25,North West,N/A,2503,4172
RZDF,2025-09-24T08:00:00Z,2025-09-24T08:00:06Z,2025-09-25,South Scotland,N/A,1188,1980
RZDF,2025-09-24T08:00:00Z,2025-09-24T08:00:06Z,2025-09-25,North Scotland,N/A,101,168
RZDF,2025-09-23T16:00:00Z,2025-09-23T16:00:05Z,2025-09-24,South East,N/A,5973,9954
RZDF,2025-09-23T16:00:00Z,2025-09-23T16:00:05Z,2025-09-24,South West,N/A,3844,6407
RZDF,2025-09-23T16:00:00Z,2025-09-23T16:00:05Z,2025-09-24,Midlands,N/A,3976,6627
RZDF,2025-09-23T16:00:00Z,2025-09-23T16:00:05Z,2025-09-24,North East,N/A,2620,4366
RZDF,2025-09-23T16:00:00Z,2025-09-23T16:00:05Z,2025-09-24,North West,N/A,2571,4285
RZDF,2025-09-23T16:00:00Z,2025-09-23T16:00:05Z,2025-09-24,South Scotland,N/A,1220,2034
RZDF,2025-09-23T16:00:00Z,2025-09-23T16:00:05Z,2025-09-24,North Scotland,N/A,104,173
RZDF,2025-09-23T10:45:00Z,2025-09-23T10:45:04Z,2025-09-24,South East,N/A,5955,9925
RZDF,2025-09-23T10:45:00Z,2025-09-23T10:45:04Z,2025-09-24,South West,N/A,3833,6389
RZDF,2025-09-23T10:45:00Z,2025-09-23T10:45:04Z,2025-09-24,Midlands,N/A,3965,6608
RZDF,2025-09-23T10:45:00Z,2025-09-23T10:45:04Z,2025-09-24,North East,N/A,2612,4354
RZDF,2025-09-23T10:45:00Z,2025-09-23T10:45:04Z,2025-09-24,North West,N/A,2564,4273
RZDF,2025-09-23T10:45:00Z,2025-09-23T10:45:04Z,2025-09-24,South Scotland,N/A,1217,2028
RZDF,2025-09-23T10:45:00Z,2025-09-23T10:45:04Z,2025-09-24,North Scotland,N/A,103,172
RZDF,2025-09-23T08:00:00Z,2025-09-23T08:00:05Z,2025-09-24,South East,N/A,6014,10024
RZDF,2025-09-23T08:00:00Z,2025-09-23T08:00:05Z,2025-09-24,South West,N/A,3871,6452
RZDF,2025-09-23T08:00:00Z,2025-09-23T08:00:05Z,2025-09-24,Midlands,N/A,4004,6673
RZDF,2025-09-23T08:00:00Z,2025-09-23T08:00:05Z,2025-09-24,North East,N/A,2638,4397
RZDF,2025-09-23T08:00:00Z,2025-09-23T08:00:05Z,2025-09-24,North West,N/A,2589,4315
RZDF,2025-09-23T08:00:00Z,2025-09-23T08:00:05Z,2025-09-24,South Scotland,N/A,1229,2048
RZDF,2025-09-23T08:00:00Z,2025-09-23T08:00:05Z,2025-09-24,North Scotland,N/A,104,174
RZDF,2025-09-22T16:00:00Z,2025-09-22T16:00:05Z,2025-09-23,South East,N/A,6003,10005
RZDF,2025-09-22T16:00:00Z,2025-09-22T16:00:05Z,2025-09-23,South West,N/A,3864,6440
RZDF,2025-09-22T16:00:00Z,2025-09-22T16:00:05Z,2025-09-23,Midlands,N/A,3997,6661
RZDF,2025-09-22T16:00:00Z,2025-09-22T16:00:05Z,2025-09-23,North East,N/A,2633,4388
RZDF,2025-09-22T16:00:00Z,2025-09-22T16:00:05Z,2025-09-23,North West,N/A,2584,4307
RZDF,2025-09-22T16:00:00Z,2025-09-22T16:00:05Z,2025-09-23,South Scotland,N/A,1227,2045
RZDF,2025-09-22T16:00:00Z,2025-09-22T16:00:05Z,2025-09-23,North Scotland,N/A,104,173
RZDF,2025-09-22T10:45:00Z,2025-09-22T10:45:04Z,2025-09-23,South East,N/A,5979,9965
RZDF,2025-09-22T10:45:00Z,2025-09-22T10:45:04Z,2025-09-23,South West,N/A,3848,6414
RZDF,2025-09-22T10:45:00Z,2025-09-22T10:45:04Z,2025-09-23,Midlands,N/A,3981,6634
RZDF,2025-09-22T10:45:00Z,2025-09-22T10:45:04Z,2025-09-23,North East,N/A,2623,4371
RZDF,2025-09-22T10:45:00Z,2025-09-22T10:45:04Z,2025-09-23,North West,N/A,2574,4290
RZDF,2025-09-22T10:45:00Z,2025-09-22T10:45:04Z,2025-09-23,South Scotland,N/A,1222,2036
RZDF,2025-09-22T10:45:00Z,2025-09-22T10:45:04Z,2025-09-23,North Scotland,N/A,104,173
RZDF,2025-09-22T08:00:00Z,2025-09-22T08:00:06Z,2025-09-23,South East,N/A,6010,10017
RZDF,2025-09-22T08:00:00Z,2025-09-22T08:00:06Z,2025-09-23,South West,N/A,3869,6448
RZDF,2025-09-22T08:00:00Z,2025-09-22T08:00:06Z,2025-09-23,Midlands,N/A,4001,6669
RZDF,2025-09-22T08:00:00Z,2025-09-22T08:00:06Z,2025-09-23,North East,N/A,2636,4394
RZDF,2025-09-22T08:00:00Z,2025-09-22T08:00:06Z,2025-09-23,North West,N/A,2587,4312
RZDF,2025-09-22T08:00:00Z,2025-09-22T08:00:06Z,2025-09-23,South Scotland,N/A,1228,2047
RZDF,2025-09-22T08:00:00Z,2025-09-22T08:00:06Z,2025-09-23,North Scotland,N/A,104,174
RZDF,2025-09-21T16:00:00Z,2025-09-21T16:00:04Z,2025-09-22,South East,N/A,5902,9836
RZDF,2025-09-21T16:00:00Z,2025-09-21T16:00:04Z,2025-09-22,South West,N/A,3799,6331
RZDF,2025-09-21T16:00:00Z,2025-09-21T16:00:04Z,2025-09-22,Midlands,N/A,3929,6549
RZDF,2025-09-21T16:00:00Z,2025-09-21T16:00:04Z,2025-09-22,North East,N/A,2589,4314
RZDF,2025-09-21T16:00:00Z,2025-09-21T16:00:04Z,2025-09-22,North West,N/A,2540,4234
RZDF,2025-09-21T16:00:00Z,2025-09-21T16:00:04Z,2025-09-22,South Scotland,N/A,1206,2010
RZDF,2025-09-21T16:00:00Z,2025-09-21T16:00:04Z,2025-09-22,North Scotland,N/A,102,171
RZDF,2025-09-21T10:45:00Z,2025-09-21T10:45:04Z,2025-09-22,South East,N/A,5827,9711
RZDF,2025-09-21T10:45:00Z,2025-09-21T10:45:04Z,2025-09-22,South West,N/A,3750,6251
RZDF,2025-09-21T10:45:00Z,2025-09-21T10:45:04Z,2025-09-22,Midlands,N/A,3879,6465
RZDF,2025-09-21T10:45:00Z,2025-09-21T10:45:04Z,2025-09-22,North East,N/A,2556,4259
RZDF,2025-09-21T10:45:00Z,2025-09-21T10:45:04Z,2025-09-22,North West,N/A,2508,4180
RZDF,2025-09-21T10:45:00Z,2025-09-21T10:45:04Z,2025-09-22,South Scotland,N/A,1191,1984
RZDF,2025-09-21T10:45:00Z,2025-09-21T10:45:04Z,2025-09-22,North Scotland,N/A,101,168
RZDF,2025-09-21T08:00:00Z,2025-09-21T08:00:05Z,2025-09-22,South East,N/A,5856,9759
RZDF,2025-09-21T08:00:00Z,2025-09-21T08:00:05Z,2025-09-22,South West,N/A,3769,6282
RZDF,2025-09-21T08:00:00Z,2025-09-21T08:00:05Z,2025-09-22,Midlands,N/A,3898,6497
RZDF,2025-09-21T08:00:00Z,2025-09-21T08:00:05Z,2025-09-22,North East,N/A,2568,4281
RZDF,2025-09-21T08:00:00Z,2025-09-21T08:00:05Z,2025-09-22,North West,N/A,2521,4201
RZDF,2025-09-21T08:00:00Z,2025-09-21T08:00:05Z,2025-09-22,South Scotland,N/A,1197,1994
