SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW,renewables,interconnector,demand_norm,renewables_norm,interconnector_norm,simulated_price,hour
01/01/2026,1,25107,29668,23625,4252,6606,0,22126,0,455,2945,-1143,-610,989,-361,-527,209,677,-352,1021,-513,4252,-610,0.2352193916088718,0.23570693931877307,0.4225658062867365,43.88625135905695,0.0
01/01/2026,2,25881,30361,24341,4332,6606,0,22126,0,455,2909,-1132,-606,1005,-361,-453,243,648,-359,994,-514,4332,-535,0.2617935864863009,0.24054691753887109,0.4273575261947355,44.735270665872896,0.5
01/01/2026,3,25355,30681,23805,4361,6606,0,22126,0,546,3061,-1433,-594,844,-361,-524,343,667,-754,994,-514,4361,-1332,0.24373412071688524,0.2423014096436566,0.3764375159723997,44.95169537957889,1.0
01/01/2026,4,24762,30225,23226,4390,6606,0,22126,0,629,2980,-1469,-589,837,-361,-531,346,650,-770,990,-514,4390,-1411,0.22337430474490147,0.24405590174844213,0.37139023766930745,44.18549038395664,1.5
01/01/2026,5,24111,29092,22653,4351,6606,0,22126,0,834,3089,-1236,-431,949,-361,-531,146,413,-475,990,-513,4351,-1049,0.20102314083636613,0.24169641236614436,0.3945182724252492,42.89966781396534,2.0
01/01/2026,6,23637,28521,22147,4312,6606,0,22126,0,787,3323,-1208,-423,953,-361,-531,139,359,-460,990,-514,4312,-1056,0.18474902149282427,0.23933692298384657,0.3940710452338359,42.32843226552086,2.5
01/01/2026,7,22745,27909,21334,4306,6606,0,22126,0,1002,3649,-1030,-530,726,-361,-531,82,56,-596,990,-514,4306,-1708,0.1541234635720662,0.2389739246173392,0.35241502683363146,41.94742026768984,3.0
01/01/2026,8,22061,27224,20657,4300,6606,0,22126,0,997,3778,-1007,-540,716,-361,-531,80,7,-613,990,-514,4300,-1773,0.13063929135480326,0.23861092625083188,0.3482622029133657,41.10199980839986,3.5
01/01/2026,9,21715,27508,20229,4274,6606,0,22126,0,983,4063,-1174,-617,655,-361,-531,167,-126,-887,970,-514,4274,-2418,0.11875987090571997,0.2370379333293,0.3070534117045745,41.49818860225831,4.0
01/01/2026,10,21429,27288,19981,4248,6606,0,22126,0,988,4103,-1195,-624,652,-361,-531,164,-143,-903,968,-514,4248,-2487,0.10894046556341414,0.23546494040776816,0.30264502938921545,41.24076982251921,4.5
01/01/2026,11,21099,27198,19657,4287,6606,0,22126,0,984,4180,-1032,-687,738,-361,-531,-387,-148,-855,985,-514,4287,-2792,0.09761038247613815,0.23782442979006593,0.28315870176335295,41.10650837007648,5.0
01/01/2026,12,21047,27136,19640,4325,6606,0,22126,0,966,4338,-1011,-683,741,-361,-531,-412,-162,-849,986,-514,4325,-2796,0.09582503605026436,0.2401234194446125,0.28290314336825967,40.971235991307005,5.5
01/01/2026,13,21525,27110,20093,4310,6606,0,22126,0,967,4176,-1047,-397,786,-361,-531,-45,-337,-786,976,-514,4310,-2256,0.11223648973425805,0.23921592352834412,0.3174035267058523,40.964911349402946,6.0
01/01/2026,14,21786,27310,20377,4294,6606,0,22126,0,941,4349,-1050,-378,787,-361,-531,-20,-350,-780,975,-513,4294,-2221,0.12119755544873996,0.23824792788432453,0.3196396626629185,41.307671128161495,6.5
01/01/2026,15,22674,27214,21229,4224,6606,0,22126,0,686,4344,-484,-406,799,-421,-531,641,-241,-658,985,-513,4224,-829,0.1516857790290462,0.23401294694173877,0.4085739841553795,50.8755630698021,7.0
01/01/2026,16,22862,27553,21399,4154,6606,0,22126,0,928,4378,-415,-397,799,-452,-531,676,-221,-633,986,-514,4154,-702,0.15814049303028221,0.229777965999153,0.4166879631995911,51.09852147724487,7.5
01/01/2026,17,24036,27423,22496,4073,6606,2,22126,0,951,4390,-125,-30,665,-452,-531,833,-150,-35,986,-513,4075,648,0.19844812195289432,0.22499848750680623,0.5029389215435727,51.12919182204013,8.0
01/01/2026,18,24747,28009,23154,3991,6606,233,22126,0,947,4242,-85,1,660,-452,-531,838,-133,14,986,-514,4224,784,0.2228593009682071,0.23401294694173877,0.5116279069767442,51.66142549094124,8.5
01/01/2026,19,25425,28493,23709,3975,6606,928,22126,0,952,4078,597,210,599,-452,-531,726,-19,132,989,-514,4903,1737,0.24613747167479227,0.2750922620848206,0.5725146946077179,50.14243711229272,9.0
01/01/2026,20,25987,29028,24198,3958,6606,1741,22126,0,940,4142,706,232,596,-452,-531,722,-5,148,990,-513,5699,1893,0.26543294650827437,0.3232500453747958,0.5824814720163557,49.27018705875999,9.5
01/01/2026,21,26752,29799,24864,4013,6606,2370,22126,0,947,4259,970,532,405,-452,-531,739,-4,489,990,-513,6383,2625,0.2916981391196869,0.3646318591566338,0.6292486583184258,48.14399662371994,10.0
01/01/2026,22,26959,29994,25003,4068,6606,2978,22126,0,927,4323,1002,556,384,-452,-531,741,-12,510,990,-513,7046,2675,0.2988051912380691,0.40474317865569603,0.6324431382570918,37.161049524710045,10.5
01/01/2026,23,27178,30214,25172,4099,6606,3323,22126,0,832,4486,1003,687,3,-452,-531,1005,-107,515,991,-514,7422,2600,0.30632424637780675,0.4274910762901567,0.6276514183490928,36.87520919942571,11.0
01/01/2026,24,27697,30767,25570,4130,6606,3368,22126,0,869,4482,1003,703,1,-452,-531,1014,-105,525,994,-513,7498,2639,0.3241433770514317,0.4320890555992498,0.6301431127012522,37.40020116005472,11.5
01/01/2026,25,28878,31595,26716,4206,6606,3161,22126,0,620,4562,1416,970,306,-452,-531,1016,65,863,992,-514,7367,4131,0.36469134106983453,0.4241635912638393,0.7254663940710452,37.35341802345731,12.0
01/01/2026,26,29308,32123,27142,4282,6606,2692,22126,0,718,4521,1466,988,342,-452,-531,1016,84,883,991,-514,6974,4273,0.3794547826684062,0.4003871982576078,0.7345387170968566,38.47580101707089,12.5
01/01/2026,27,29551,32281,27378,4321,6606,2320,22126,0,634,4433,1496,982,834,-452,-531,1016,54,806,991,-513,6641,4683,0.3877978438508549,0.38024078891644986,0.7607334525939177,38.893447579419245,13.0
01/01/2026,28,29977,32498,27726,4360,6606,1880,22126,0,424,4369,1499,983,852,-452,-531,1016,79,802,992,-514,6240,4726,0.4024239511089748,0.3559803980882086,0.7634807053411704,40.277352211920885,13.5
01/01/2026,29,30357,32488,28131,4407,6606,1430,22126,0,34,4256,1482,992,317,-452,-531,981,451,834,992,-514,5837,4552,0.4154707134518986,0.3315990078044649,0.7523639151546129,42.045647781342325,14.0
01/01/2026,30,30466,32586,28309,4453,6606,1026,22126,0,23,4216,1480,992,298,-452,-531,980,527,836,991,-514,5479,4607,0.419213074229211,0.3099401052695263,0.7558778430871455,43.0691978540556,14.5
01/01/2026,31,31184,33295,28959,4454,6606,529,22126,0,14,3752,1502,992,920,-452,-531,996,901,803,991,-514,4983,5608,0.4438645883403145,0.27993224030491864,0.8198313314592385,44.57241857922415,15.0
01/01/2026,32,32188,34292,29797,4455,6606,107,22126,0,8,3366,1504,992,953,-452,-531,997,977,806,991,-513,4562,5724,0.4783355077937238,0.25446185492165285,0.8272425249169435,47.961878912777564,15.5
01/01/2026,33,33178,35279,30580,4415,6606,0,22126,0,5,3159,1504,992,701,-452,-531,986,1350,986,991,-513,4415,6014,0.5123257570555517,0.24556839494222277,0.8457705085612063,60.48013767723096,16.0
01/01/2026,34,34312,36409,31643,4375,6606,0,22126,0,1,3363,1504,992,692,-452,-531,985,1397,998,990,-513,4375,6062,0.5512600425736456,0.24314840583217376,0.8488372093023255,63.47517218366461,16.5
01/01/2026,35,35082,37181,32333,4322,6606,0,22126,0,3,3128,1504,992,1009,-452,-531,996,1397,997,991,-513,4322,6390,0.5776969031106228,0.23994192026135883,0.8697929976999744,65.35846426895506,17.0
01/01/2026,36,34820,36920,32231,4269,6606,0,22126,0,3,3237,1504,992,1021,-452,-531,997,1397,998,991,-514,4269,6403,0.5687015038110279,0.2367354346905439,0.8706235624840276,64.8456141248826,17.5
01/01/2026,37,34342,36442,31848,4281,6606,0,22126,0,3,3385,1504,992,1051,-452,-531,997,1397,998,991,-514,4281,6433,0.5522900501270342,0.2374614314235586,0.8725402504472272,63.46397760271438,18.0
01/01/2026,38,33772,35873,31268,4293,6606,0,22126,0,4,3416,1504,991,1052,-452,-531,997,1397,996,991,-514,4293,6431,0.5327199066126485,0.2381874281565733,0.8724124712496806,61.91988684674382,18.5
01/01/2026,39,33088,35200,30593,4204,6606,0,22126,0,4,3529,1427,960,1051,-452,-531,988,1397,916,991,-525,4204,6222,0.5092357343953856,0.23280295238671425,0.8590595451060568,60.78905488023608,19.0
01/01/2026,40,32298,34402,29801,4114,6606,0,22126,0,7,3604,1417,951,1051,-452,-531,988,1397,907,991,-514,4114,6205,0.48211220215614914,0.227357976889104,0.8579734219269103,59.19826325851939,19.5
01/01/2026,41,31002,33107,28581,4090,6606,0,22126,0,8,3374,1272,722,1048,-452,-531,996,1397,777,991,-514,4090,5706,0.43761587584975625,0.2259059834230746,0.8260925121390238,56.89487000159657,20.0
01/01/2026,42,30312,32419,27842,4065,6606,0,22126,0,11,3099,1253,699,1048,-452,-531,996,1378,762,991,-513,4065,5631,0.41392570212181556,0.22439349022929397,0.8213007922310248,45.55455509406562,20.5
01/01/2026,43,29074,31181,26677,3992,6606,0,22126,0,10,3665,853,462,807,-452,-531,687,1141,518,991,-514,3992,3962,0.37142072375197416,0.21997701010345452,0.7146690518783542,45.340249513627526,21.0
01/01/2026,44,28250,30351,25900,3918,6606,0,22126,0,4,3721,803,444,797,-452,-531,668,1083,498,991,-514,3918,3787,0.3431298496188972,0.2155000302498639,0.7034883720930233,44.16778788292983,21.5
01/01/2026,45,26740,28849,24560,3841,6606,0,22126,0,12,3892,641,397,730,-452,-531,102,710,345,991,-514,3841,2419,0.29128613609833137,0.21084155121301953,0.6160874009711219,43.39273076236244,22.0
01/01/2026,46,25441,27804,23426,3763,6606,0,22126,0,266,4132,620,390,729,-452,-531,74,635,334,991,-514,3763,2276,0.2466868090365996,0.20612257244842397,0.6069511883465372,41.64349885847941,22.5
01/01/2026,47,24509,27429,22504,3770,6606,0,22126,0,823,4206,823,271,793,-452,-531,214,262,291,991,-514,3770,2148,0.2146879077113232,0.20654607054268256,0.5987733197035523,40.41964516885025,23.0
01/01/2026,48,23967,27298,22031,3776,6606,0,22126,0,1235,4329,851,276,795,-452,-531,219,186,298,986,-513,3776,2115,0.19607910458010025,0.20690906890918992,0.5966649629440327,39.70259285704766,23.5
02/01/2026,1,24638,27929,22657,3836,6606,0,22126,0,1025,4132,1379,709,790,-429,-531,182,-192,665,814,-514,3836,2873,0.21911694019089473,0.21053905257426342,0.6450932788142091,39.551055263481516,0.0
02/01/2026,2,25279,28783,23364,3895,6606,0,22126,0,1230,4328,1445,737,789,-361,-531,180,-268,688,800,-514,3895,2965,0.24112476824830048,0.2141085365115857,0.6509711219013544,40.24610480319247,0.5
02/01/2026,3,24599,28450,22686,3928,6606,0,22126,0,1226,4384,1410,663,440,-361,-500,150,-650,632,767,-514,3928,2037,0.2177779303714894,0.21610502752737612,0.5916815742397138,40.394502820479566,1.0
02/01/2026,4,24088,27936,22217,3960,6606,0,22126,0,1228,4269,1405,664,426,-361,-426,149,-719,626,768,-514,3960,2018,0.2002334683787681,0.21804101881541532,0.5904676718630207,39.65875473342785,1.5
02/01/2026,5,23737,27767,21917,3927,6606,0,22126,0,1037,4359,1029,874,721,-361,-524,126,-994,556,908,-514,3927,1821,0.18818238000412002,0.2160445277996249,0.5778814209046768,39.48833094808252,2.0
02/01/2026,6,23112,27261,21300,3893,6606,0,22126,0,1164,4174,984,875,729,-361,-473,125,-1028,559,913,-523,3893,1800,0.16672388930852158,0.21398753705608325,0.576539739330437,38.71853467404962,2.5
02/01/2026,7,22444,26684,20673,3858,6606,0,22126,0,1209,4399,1053,415,282,-361,-526,118,-1030,804,692,-514,3858,933,0.143789054453066,0.21187004658479036,0.5211474571939688,38.97251163669955,3.0
02/01/2026,8,22201,26435,20388,3823,6606,0,22126,0,1209,4236,1062,381,260,-361,-531,118,-1019,816,667,-514,3823,879,0.13544599327061732,0.2097525561134975,0.5176974188602096,38.77131467021558,3.5
02/01/2026,9,21842,25748,20085,3798,6606,0,22126,0,1029,4388,873,306,116,-361,-508,-9,-885,667,383,-514,3798,68,0.12312023621506557,0.20824006291971686,0.4658829542550473,39.35994847591017,4.0
02/01/2026,10,21718,25581,19991,3772,6606,0,22126,0,1069,4507,850,307,110,-361,-467,-14,-838,649,361,-514,3772,83,0.11886287166105884,0.20666706999818502,0.46684129823664705,39.21767680176386,4.5
02/01/2026,11,21838,25433,20147,3721,6606,0,22126,0,927,4354,556,540,-142,-361,-330,-269,-452,348,298,-514,3721,-326,0.12298290187461375,0.20358158388287254,0.4407104523383593,39.997659511731186,5.0
02/01/2026,12,22527,25784,20807,3669,6606,0,22126,0,636,4361,520,557,-153,-361,-340,-279,-375,329,295,-513,3669,-320,0.14663874201744145,0.20043559803980882,0.44109378993099924,41.030605940883405,5.5
02/01/2026,13,24117,26322,22279,3600,6606,0,22126,0,15,4075,389,568,183,-361,-226,-489,3,322,372,-514,3600,247,0.20122914234704387,0.1962611168249743,0.4773191924354715,42.61642921707837,6.0
02/01/2026,14,25200,27435,23316,3530,6606,0,22126,0,12,3915,377,568,198,-361,-251,-497,80,332,392,-514,3530,324,0.23841241502437685,0.19202613588238854,0.4822386915410171,44.26003990724138,6.5
02/01/2026,15,27068,28952,24972,3428,6606,0,22126,0,12,3688,1221,541,149,-338,-130,-302,452,716,945,-502,3428,2752,0.30254755201538147,0.18585516365176358,0.6373626373626373,54.59602123392993,7.0
02/01/2026,16,28028,30050,26023,3326,6606,0,22126,0,12,3764,1327,551,160,-430,-179,-288,527,746,985,-513,3326,2886,0.33550779372382067,0.17968419142113862,0.6459238435982622,56.568168836428484,7.5
02/01/2026,17,30119,31943,28035,3283,6606,2,22126,0,12,4035,1444,964,941,-452,-246,280,901,944,985,-514,3285,5247,0.40729932019501475,0.17720370258333837,0.79676718630207,58.21715759890497,8.0
02/01/2026,18,31484,33269,29317,3240,6606,294,22126,0,8,4201,1458,992,997,-406,-257,313,977,958,985,-514,3534,5503,0.45416466387420174,0.19226813479339344,0.8131229235880398,60.25147155607994,8.5
02/01/2026,19,32608,34586,30213,3248,6606,1527,22126,0,8,3880,1500,992,1045,-449,-407,812,1350,995,992,-514,4775,6316,0.492755613541166,0.2673482969326638,0.8650651673907488,57.43697978869048,9.0
02/01/2026,20,32481,34579,30010,3255,6606,3076,22126,0,9,3301,1505,992,1047,-452,-523,835,1398,998,992,-514,6331,6278,0.48839524823182034,0.36148587331357007,0.8626373626373627,52.40484584364692,9.5
02/01/2026,21,32207,34255,29653,3293,6606,4659,22126,0,8,3556,1505,992,1047,-451,-475,844,1397,997,992,-514,7952,6334,0.47898784591087,0.459555931998306,0.8662151801686685,48.07118822981056,10.0
02/01/2026,22,31536,33542,28923,3330,6606,5875,22126,0,9,3664,1505,989,1047,-452,-431,844,1397,996,992,-514,9205,6373,0.45595001030007554,0.5353620908705911,0.868706874520828,34.80300019546873,10.5
02/01/2026,23,31535,33319,28797,3266,6606,6718,22126,0,13,4029,1345,883,997,-406,-283,972,1397,939,992,-482,9984,6354,0.4559156767149626,0.5824913787887954,0.8674929721441349,33.41202626205193,11.0
02/01/2026,24,31552,33301,28683,3202,6606,7118,22126,0,13,3658,1324,877,996,-450,-173,977,1397,934,992,-513,10320,6361,0.4564993476618828,0.6028192873132071,0.8679401993355482,32.81659130036813,11.5
02/01/2026,25,31434,33214,28469,3176,6606,7142,22126,0,13,3525,1481,905,921,-452,-201,999,1397,910,992,-514,10318,6438,0.45244798461855384,0.6026982878577046,0.8728596984410938,32.55977678018914,12.0
02/01/2026,26,30998,32783,28091,3150,6606,6961,22126,0,9,3054,1501,908,919,-452,-210,1000,1397,909,992,-514,10111,6450,0.4374785415093044,0.590174844213201,0.8736263736263736,32.321368861448676,12.5
02/01/2026,27,31849,33565,28878,3011,6606,6235,22126,0,9,3558,1467,935,1018,-452,-159,797,1397,951,985,-496,9246,6443,0.46669642244043125,0.5378425797083913,0.8731791464349604,35.0689965776663,13.0
02/01/2026,28,32134,33779,29148,2872,6606,5261,22126,0,10,3837,1464,937,988,-452,-70,790,1397,954,985,-513,8133,6480,0.4764814941976241,0.47050638272127776,0.8755430615895732,37.43534917190445,13.5
02/01/2026,29,32785,34478,29702,2773,6606,4165,22126,0,12,4165,1475,933,493,-452,-194,857,1397,995,985,-435,6938,6054,0.49883265810615945,0.39820920805856375,0.848326092512139,41.64801295421554,14.0
02/01/2026,30,34258,36027,31225,2674,6606,2716,22126,0,16,3995,1476,934,497,-427,-310,859,1397,994,985,-416,5390,5989,0.5494060289775459,0.30455562949966725,0.8441732685918732,49.55320998974295,14.5
02/01/2026,31,35840,37685,32707,2707,6606,1040,22126,0,15,4305,1503,977,1020,-407,-460,730,1397,860,985,-363,3747,6242,0.6037217606262446,0.20515457680440438,0.8603373370815232,60.31883438046753,15.0
02/01/2026,32,37053,39118,33989,2739,6606,150,22126,0,8,4283,1506,977,1046,-451,-531,726,1398,852,994,-475,2889,6042,0.6453683993682621,0.15324581039385324,0.8475594173268591,68.7972518711102,15.5
02/01/2026,33,38278,40285,35140,2731,6606,0,22126,0,5,4270,1506,877,998,-451,-531,634,1397,870,1218,-420,2731,6098,0.687427041131635,0.14368685340915965,0.8511372348581651,83.90293485049567,16.0
02/01/2026,34,39928,42014,36680,2722,6606,0,22126,0,0,4322,1506,872,997,-452,-531,631,1397,872,1239,-503,2722,6028,0.7440774565680148,0.14314235585939863,0.8466649629440327,90.20290804387847,16.5
02/01/2026,35,41154,43251,37783,2762,6606,0,22126,0,0,4176,1505,934,1045,-452,-531,804,1398,874,1412,-514,2762,6475,0.7861704319165007,0.14556234496944764,0.8752236135957067,94.19819791938025,17.0
02/01/2026,36,41156,43252,37852,2802,6606,0,22126,0,0,4291,1506,938,1046,-451,-531,810,1397,878,1424,-514,2802,6503,0.7862390990867266,0.14798233407949665,0.8770125223613596,93.91214537850664,17.5
02/01/2026,37,40524,42621,37439,2883,6606,0,22126,0,0,4309,1506,930,1046,-452,-531,705,1398,989,1425,-514,2883,6502,0.7645402732953375,0.15288281202734588,0.8769486327625863,90.90364491122968,18.0
02/01/2026,38,39659,41755,36664,2963,6606,0,22126,0,0,4222,1506,928,1046,-451,-531,701,1397,996,1425,-514,2963,6503,0.7348417221726292,0.1577227902474439,0.8770125223613596,87.10571042744266,18.5
02/01/2026,39,38839,40938,35980,2979,6606,0,22126,0,3,4158,1452,859,1046,-451,-531,753,1397,974,1425,-514,2979,6410,0.7066881823800041,0.1586907858914635,0.8710707896754408,84.10345671844058,19.0
02/01/2026,40,37528,39633,34742,2994,6606,0,22126,0,8,4048,1446,853,1047,-452,-531,750,1398,970,1425,-514,2994,6392,0.6616768522969169,0.15959828180773186,0.8699207768975211,79.4056835563621,19.5
02/01/2026,41,36462,38565,33788,3021,6606,0,22126,0,7,4074,1337,805,1040,-451,-531,231,1397,879,1424,-514,3021,5617,0.6250772505665042,0.16123177445701495,0.8204063378481983,76.66716757442008,20.0
02/01/2026,42,35327,37430,32766,3047,6606,0,22126,0,12,3934,1323,789,1045,-452,-525,206,1397,860,1425,-514,3047,5554,0.5861086314632974,0.1628047673785468,0.8163812931254791,62.98374605561077,20.5
02/01/2026,43,33661,35743,31251,3134,6606,0,22126,0,12,3856,725,338,1047,-452,-413,-91,1398,428,1425,-514,3134,3891,0.5289088786651102,0.16806824369290338,0.7101328903654485,59.72400785933706,21.0
02/01/2026,44,32533,34369,30245,3221,6606,0,22126,0,10,3673,651,306,1047,-406,-262,-103,1397,399,1424,-455,3221,3998,0.49018059465769415,0.17333172000725997,0.7169690774341937,56.09148319944089,21.5
02/01/2026,45,30540,32619,28412,3276,6606,0,22126,0,10,3485,633,273,926,-450,-121,-390,1397,370,1397,-508,3276,3527,0.4217537595275699,0.17665920503357735,0.6868770764119602,51.4371131404128,22.0
02/01/2026,46,29364,31504,27366,3331,6606,0,22126,0,8,3540,631,265,918,-452,-191,-402,1397,366,1384,-487,3331,3429,0.38137746343473183,0.17998669005989473,0.6806158957321748,48.67667453697983,22.5
02/01/2026,47,27671,29897,25644,3374,6606,0,22126,0,7,3500,445,51,441,-452,-316,-346,1397,327,944,-505,3374,1986,0.3232507038384948,0.1825881783531974,0.5884232047022745,46.8710754734525,23.0
02/01/2026,48,26765,29146,24778,3417,6606,0,22126,0,7,3570,423,36,418,-452,-466,-342,1397,323,918,-514,3417,1741,0.2921444757261553,0.18518966664650008,0.5727702530028111,45.36104384071093,23.5
03/01/2026,1,26819,28862,24824,3502,6606,0,22126,0,7,3690,592,0,352,-452,-470,27,1397,271,1099,-514,3502,2302,0.29399848932225503,0.1903321435053542,0.6086123179146435,44.522531584738466,0.0
03/01/2026,2,27327,29214,25407,3587,6606,0,22126,0,16,3682,614,1,351,-429,-328,42,1385,269,1115,-514,3587,2506,0.3114399505596374,0.19547462036420837,0.6216457960644007,44.967320958611324,0.5
03/01/2026,3,26780,29224,24982,3642,6606,0,22126,0,592,3750,702,128,705,-362,-376,167,1234,329,1224,-514,3642,3237,0.2926594795028497,0.19880210539052573,0.6683490927676974,42.90388656355991,1.0
03/01/2026,4,26033,29069,24331,3697,6606,0,22126,0,1208,3824,713,137,719,-361,-354,172,1197,333,1225,-513,3697,3268,0.26701229142347044,0.2021295904168431,0.6703296703296703,41.46259643123504,1.5
03/01/2026,5,25281,28467,23659,3742,6606,0,22126,0,1246,3939,684,164,659,-362,-464,193,971,331,884,-514,3742,2546,0.2411934354185264,0.20485207816564827,0.6242013800153335,41.09738912628381,2.0
03/01/2026,6,24861,28087,23319,3787,6606,0,22126,0,1238,4132,680,167,655,-361,-514,194,932,330,855,-513,3787,2425,0.22677332967108427,0.2075745659144534,0.6164707385637618,40.536396989921506,2.5
03/01/2026,7,24408,27612,22906,3753,6606,0,22126,0,1234,4002,516,220,399,-361,-496,202,790,325,712,-513,3753,1794,0.2112202156149145,0.20551757517091174,0.5761564017377971,40.7621045411953,3.0
03/01/2026,8,23850,27071,22367,3719,6606,0,22126,0,1233,4062,495,218,389,-361,-513,202,751,323,696,-514,3719,1686,0.19206207512188422,0.20346058442737008,0.5692563250702786,40.19353897064869,3.5
03/01/2026,9,23469,26605,21998,3630,6606,0,22126,0,1213,4235,341,27,264,-361,-448,122,480,259,549,-514,3630,719,0.17898097919384742,0.19807610865751105,0.5074750830564784,41.067454246899,4.0
03/01/2026,10,23350,26413,21824,3541,6606,0,22126,0,1217,4208,322,18,259,-361,-371,119,417,255,535,-514,3541,679,0.17489528256540549,0.192691632887652,0.5049194991055456,41.11667233387575,4.5
03/01/2026,11,22843,25766,21353,3598,6606,0,22126,0,1213,4483,233,155,105,-361,-220,-15,43,239,414,-514,3598,79,0.15748815491313603,0.19614011736947184,0.46658573984155377,41.08360787861021,5.0
03/01/2026,12,22942,25727,21519,3654,6606,0,22126,0,1194,4574,221,167,102,-361,-96,-20,14,239,402,-514,3654,154,0.16088717983931883,0.19952810212354044,0.47137745974955275,41.02209493487548,5.5
03/01/2026,13,23925,26272,22384,3694,6606,0,22126,0,858,4488,188,241,131,-372,-2,-1,236,253,272,-514,3694,432,0.19463709400535603,0.20194809123358945,0.48913876820853563,41.94426565903585,6.0
03/01/2026,14,24758,26796,23099,3733,6606,0,22126,0,529,4622,185,250,133,-395,0,0,293,256,258,-514,3733,466,0.22323697040444962,0.20430758061588722,0.4913110145668285,42.995530414230835,6.5
03/01/2026,15,25980,27426,24216,3755,6606,0,22126,0,74,4321,304,398,301,-258,0,119,665,319,75,-514,3755,1409,0.2651926114124837,0.2056385746264142,0.551558906210069,53.62017009135654,7.0
03/01/2026,16,27139,28407,25247,3777,6606,0,22126,0,16,4157,319,406,308,-138,0,124,724,323,65,-514,3777,1617,0.30498523655840143,0.20696956863694113,0.5648479427549195,55.269787817614834,7.5
03/01/2026,17,28864,30188,26812,3754,6606,4,22126,0,11,3944,441,324,425,-199,0,412,874,335,157,-514,3758,2255,0.3642106708782531,0.20582007380966785,0.6056095067722975,57.78688935977872,8.0
03/01/2026,18,30070,31526,27842,3730,6606,339,22126,0,9,3859,456,324,431,-333,0,423,915,344,171,-514,4069,2217,0.40561697452447987,0.22463548914029888,0.6031817020189113,59.38723814950387,8.5
03/01/2026,19,31412,33037,28964,3653,6606,1614,22126,0,9,3627,851,550,816,-444,-58,586,1196,593,389,-514,5267,3965,0.4516926457460688,0.2971141629862666,0.7148607206746742,56.290736966700614,9.0
03/01/2026,20,31534,33266,28975,3576,6606,3359,22126,0,9,3379,899,566,833,-450,-159,592,1214,610,408,-514,6935,3999,0.4558813431298496,0.3980277088753101,0.717032967032967,52.154585698062824,9.5
03/01/2026,21,31461,33153,28766,3502,6606,4848,22126,0,8,3755,839,591,652,-450,-120,704,999,638,505,-514,8350,3844,0.4533749914166037,0.48363482364329363,0.7071300792231024,49.483353362903294,10.0
03/01/2026,22,31316,33069,28542,3427,6606,6048,22126,0,7,4037,832,592,645,-450,-183,708,965,642,509,-513,9475,3747,0.44839662157522486,0.5516970173634219,0.7009327881420905,37.366298579264516,10.5
03/01/2026,23,30820,32613,28022,3388,6606,6885,22126,0,7,4071,891,567,762,-450,-222,744,876,695,407,-514,10273,3756,0.43136716335919795,0.5999758001088995,0.7015077945310504,35.22525664047993,11.0
03/01/2026,24,30465,32295,27740,3349,6606,7274,22126,0,7,4316,898,568,766,-450,-259,746,856,698,399,-514,10623,3708,0.41917874064409805,0.6211507048218283,0.698441093789931,34.16380660531044,11.5
03/01/2026,25,30482,32285,27729,3456,6606,7118,22126,0,7,4406,1001,633,647,-450,-233,795,745,677,399,-513,10574,3701,0.41976241159101835,0.6181862181620182,0.6979938665985178,34.285032586809834,12.0
03/01/2026,26,30531,32377,27941,3562,6606,6920,22126,0,7,4376,1014,637,642,-450,-275,797,723,677,398,-514,10482,3649,0.4214447572615532,0.6126202432089055,0.6946716074623052,34.58575084494887,12.5
03/01/2026,27,30629,32445,28095,3510,6606,6528,22126,0,7,4349,994,600,422,-450,-246,623,619,730,338,-513,10038,3117,0.4248094486026231,0.5857583640873616,0.6606823409148991,36.2059802031861,13.0
03/01/2026,28,31101,32960,28464,3457,6606,5629,22126,0,10,4344,991,594,413,-450,-285,617,616,725,329,-514,9086,3036,0.441014900775939,0.5281626232681953,0.6555072834142601,38.6855716647065,13.5
03/01/2026,29,31538,33417,28909,3353,6606,4407,22126,0,12,4277,817,458,362,-450,-303,578,745,438,162,-514,7760,2293,0.45601867747030145,0.4479399842700708,0.6080373115256836,42.64571725722566,14.0
03/01/2026,30,32979,34989,30238,3249,6606,2954,22126,0,12,4119,795,449,360,-450,-434,577,758,421,161,-514,6203,2123,0.5054933736180732,0.35374190816141327,0.5971760797342193,49.04566654129078,14.5
03/01/2026,31,34509,36561,31626,3139,6606,1193,22126,0,13,4148,754,444,300,-450,-476,417,720,465,577,-513,4332,2238,0.5580237588408982,0.24054691753887109,0.604523383593151,59.06156784139351,15.0
03/01/2026,32,35570,37680,32565,3029,6606,164,22126,0,16,4246,751,446,302,-450,-531,414,742,472,613,-513,3193,2246,0.594451692645746,0.17163772763022567,0.6050345003833376,67.25454480998505,15.5
