SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW,renewables,interconnector,demand_norm,renewables_norm,interconnector_norm,simulated_price,hour
18/01/2026,23,34512,35985,31474,826,6606,1383,22126,0,13,1280,1506,992,1046,-346,0,1015,1397,998,984,-514,2209,7078,0.558126759596237,0.11210599552302014,0.9137490416560184,62.622981004105874,11.0
18/01/2026,24,34908,36301,31816,798,6606,1561,22126,0,9,1357,1506,992,1048,-270,0,1017,1397,999,988,-514,2359,7163,0.5717228593009682,0.12118095468570392,0.9191796575517506,63.02917304929359,11.5
18/01/2026,25,35492,36897,32354,709,6606,1581,22126,0,8,1434,1506,992,1048,-283,0,1017,1397,998,988,-514,2290,7149,0.5917736730069354,0.11700647347086938,0.9182852031689241,65.31928227809198,12.0
18/01/2026,26,35790,37218,32596,620,6606,1466,22126,0,8,1478,1505,991,1049,-306,0,1017,1397,998,987,-514,2086,7124,0.6020050813705967,0.10466452900961945,0.9166879631995911,67.44736562190678,12.5
18/01/2026,27,35883,37258,32706,631,6606,1176,22126,0,8,1600,1331,942,1026,-308,0,825,1397,999,936,-459,1807,6689,0.6051981047861018,0.08778510496702766,0.888895987733197,69.85942403067571,13.0
18/01/2026,28,35819,37189,32573,642,6606,962,22126,0,52,1649,1307,939,1024,-242,3,817,1397,998,934,-476,1604,6701,0.6030007553388725,0.07550366023352895,0.8896626629184768,70.75685826885405,13.5
18/01/2026,29,35618,37014,32365,652,6606,709,22126,0,165,1629,1457,962,939,-232,0,533,1397,998,934,-399,1361,6589,0.596099704731168,0.06080222638998124,0.8825070278558651,71.56238425953597,14.0
18/01/2026,30,35930,37302,32742,662,6606,437,22126,0,164,1762,1477,964,935,-206,0,522,1397,999,929,-402,1099,6615,0.6068117832864107,0.04495129771916027,0.8841681574239714,74.18180156591418,14.5
18/01/2026,31,36489,37910,33277,690,6606,239,22126,0,164,1886,1504,991,1030,-153,0,529,1397,998,722,-504,929,6514,0.626004257364554,0.03466634400145199,0.8777153079478661,77.42670548241894,15.0
18/01/2026,32,36999,38511,33802,718,6606,73,22126,0,213,1910,1507,991,1034,-185,0,529,1397,999,711,-514,791,6469,0.6435143857721624,0.026317381571782927,0.8748402760030667,80.31017698330706,15.5
18/01/2026,33,37361,38857,34042,747,6606,4,22126,0,321,1865,1506,965,957,-61,0,738,1397,998,858,-514,751,6844,0.655943143583053,0.023897392461733922,0.8987988755430616,91.51373634923961,16.0
18/01/2026,34,38756,40193,35216,776,6606,0,22126,0,250,2040,1507,960,956,-53,0,746,1397,997,869,-534,776,6845,0.7038384948156287,0.02540988565551455,0.8988627651418349,97.02991058373863,16.5
18/01/2026,35,39955,41141,36333,798,6606,0,22126,0,158,2371,1408,857,1050,0,0,941,1397,969,916,-428,798,7110,0.7450044633660647,0.026740879666041502,0.9157935088167646,101.63623650850205,17.0
18/01/2026,36,39778,40912,36200,819,6606,0,22126,0,158,2262,1395,851,1053,0,0,948,1397,967,929,-376,819,7164,0.7389274188010712,0.02801137394881723,0.9192435471505239,100.65598196027015,17.5
18/01/2026,37,39516,40609,36004,849,6606,0,22126,0,159,2131,1391,910,1053,0,0,900,1397,969,1280,-334,849,7566,0.7299320195014763,0.029826365781353986,0.9449271658573984,98.81282207172326,18.0
18/01/2026,38,38741,39733,35309,878,6606,0,22126,0,164,2055,1390,909,1052,0,0,894,1397,964,1305,-228,878,7683,0.7033234910389343,0.03158085788613951,0.9524022489138768,95.21175883839867,18.5
18/01/2026,39,37498,38419,34222,847,6606,0,22126,0,170,2195,1187,727,1051,-72,0,421,1397,802,1353,-79,847,6787,0.6606468447435281,0.029705366325851534,0.8951571684129823,91.51679838297895,19.0
18/01/2026,40,36704,37545,33563,816,6606,0,22126,0,171,2169,1160,707,1052,-70,0,399,1397,782,1357,68,816,6852,0.6333859781638399,0.027829874765563554,0.8993099923332482,88.51623469869597,19.5
18/01/2026,41,35369,36139,32394,816,6606,0,22126,0,170,2314,795,426,1051,38,0,601,1397,464,1393,170,816,6335,0.5875506420380416,0.027829874765563554,0.8662790697674418,84.13878828217143,20.0
18/01/2026,42,34449,35366,31419,816,6606,0,22126,0,317,2302,748,401,1052,79,0,608,1397,440,1393,197,816,6315,0.5559637437341207,0.027829874765563554,0.8650012777919754,70.83915096366024,20.5
18/01/2026,43,33036,34219,30157,819,6606,0,22126,0,583,2715,605,194,1050,140,0,617,1397,264,1245,199,819,5711,0.5074503879695118,0.02801137394881723,0.8264119601328903,66.7211411875663,21.0
18/01/2026,44,31159,32594,28414,821,6606,0,22126,0,835,2590,587,187,1050,179,0,618,1397,255,1225,200,821,5698,0.44300624871249056,0.02813237340431968,0.8255813953488372,60.69187078418648,21.5
18/01/2026,45,29746,30994,27100,783,6606,0,22126,0,648,2645,765,428,965,116,0,593,1397,332,879,200,783,5675,0.3944928929478816,0.025833383749773127,0.8241119345770509,56.67706553721248,22.0
18/01/2026,46,28573,29722,26101,745,6606,0,22126,0,549,2854,790,437,958,16,0,592,1397,338,843,200,745,5571,0.35421959761038246,0.02353439409522657,0.8174674163046256,53.674565984897605,22.5
18/01/2026,47,27104,28360,24686,762,6606,0,22126,0,603,3036,1013,150,467,0,-53,342,1397,393,412,200,762,4321,0.30378356107944793,0.0245628894669974,0.737605417837976,51.34019840975095,23.0
18/01/2026,48,26325,27601,23950,778,6606,0,22126,0,666,2950,1042,142,443,0,-10,333,1397,399,382,200,778,4328,0.277037698276454,0.025530885111017,0.7380526450293892,49.34986910125791,23.5
19/01/2026,1,26613,27880,24260,764,6606,0,22126,0,667,2803,821,565,433,0,0,600,1397,491,415,136,764,4858,0.2869257707889858,0.02468388892249985,0.7719141323792487,49.424479792592024,0.0
19/01/2026,2,27344,28612,25067,750,6606,0,22126,0,656,3137,792,589,433,0,0,610,1397,494,423,-12,750,4726,0.3120236215065577,0.023836892733982696,0.7634807053411704,51.47931940985769,0.5
19/01/2026,3,26955,28320,24732,750,6606,0,22126,0,605,2736,915,429,698,0,0,527,1397,411,607,-160,750,4824,0.29866785689761727,0.023836892733982696,0.7697418860209558,50.36869330525287,1.0
19/01/2026,4,26147,27656,23951,750,6606,0,22126,0,599,2471,931,421,709,0,0,524,1397,411,620,-310,750,4703,0.2709263201263476,0.023836892733982696,0.7620112445693841,48.54491223939194,1.5
19/01/2026,5,26206,27838,24001,777,6606,0,22126,0,592,2660,986,528,589,0,0,747,1397,582,623,-440,777,5012,0.2729520016480121,0.025470385383265775,0.7817531305903399,48.19373491595638,2.0
19/01/2026,6,25514,27098,23323,804,6606,0,22126,0,597,2390,993,533,583,0,0,755,1397,590,612,-387,804,5076,0.2491931607498455,0.027103878032548854,0.7858420649118324,46.39718776065371,2.5
19/01/2026,7,24947,26625,22850,807,6606,0,22126,0,595,2668,900,441,328,0,0,543,1397,467,190,-483,807,3783,0.2297260179907986,0.027285377215802528,0.70323281369793,46.76475591144273,3.0
19/01/2026,8,24502,26189,22395,809,6606,0,22126,0,593,2641,886,426,318,0,0,535,1369,451,159,-494,809,3650,0.21444757261553252,0.02740637667130498,0.6947354970610785,45.96006620207539,3.5
19/01/2026,9,24120,25682,22007,815,6606,0,22126,0,591,2720,433,108,261,0,-11,501,1010,162,123,-360,815,2227,0.20133214310238276,0.02776937503781233,0.6038205980066446,46.95123458032221,4.0
19/01/2026,10,24217,25708,22075,820,6606,0,22126,0,585,2670,373,81,254,0,-98,463,936,137,96,-208,820,2034,0.20466250085833962,0.028071873676568455,0.5914899054433939,47.38560069167573,4.5
19/01/2026,11,24456,27600,22271,817,6606,0,22126,0,120,2905,-17,-79,-750,0,-14,-576,562,-129,-783,-76,817,-1862,0.21286822770033648,0.02789037449331478,0.3425760286225403,52.87950567138792,5.0
19/01/2026,12,25434,28922,23202,814,6606,0,22126,0,8,2889,-69,-99,-932,0,0,-655,486,-149,-846,-130,814,-2394,0.2464464739408089,0.027708875310061106,0.3085867620751342,55.725625680112614,5.5
19/01/2026,13,27683,32655,25300,844,6606,0,22126,0,8,3188,-593,-461,-1052,38,56,-983,114,-224,-1006,-45,844,-4156,0.3236627068598503,0.02952386714259786,0.19601328903654486,63.33158590119787,6.0
19/01/2026,14,30238,35490,27638,873,6606,0,22126,0,8,3057,-662,-477,-1057,-66,11,-996,63,-224,-1019,-143,873,-4570,0.4113850168234567,0.03127835924738339,0.1695629951443905,70.7946542606482,6.5
19/01/2026,15,33425,37607,30470,879,6606,0,22126,0,8,2910,-42,-162,-1061,-60,0,-839,3,-32,-1086,-292,879,-3571,0.5208061525784522,0.03164135761389074,0.23338870431893688,89.5721630863059,7.0
19/01/2026,16,34886,39139,31712,885,6606,0,22126,0,9,2932,20,-126,-1051,-109,0,-818,16,-12,-1086,-442,885,-3608,0.5709675204284831,0.03200435598039809,0.23102478916432403,94.6869519123545,7.5
19/01/2026,17,36845,39314,33505,921,6606,4,22126,0,12,2479,754,393,-379,-142,-19,-44,266,242,-772,-501,925,-202,0.6382270136647669,0.034424345090447096,0.44863276258625095,97.39835469680044,8.0
19/01/2026,18,37491,39970,34120,956,6606,114,22126,0,12,2393,852,427,-330,-285,-151,2,326,265,-694,-407,1070,5,0.6604065096477374,0.043196805614374736,0.46185790953232814,98.74006715200876,8.5
19/01/2026,19,39073,40901,35670,920,6606,395,22126,0,12,1831,1201,359,384,-424,-301,401,689,492,493,-491,1315,2803,0.7147222412964361,0.05801923891342489,0.6406210069000766,99.91142234678485,9.0
19/01/2026,20,39006,41036,35581,884,6606,789,22126,0,12,2120,1249,363,437,-451,-453,419,729,508,607,-514,1673,2894,0.712421891093868,0.07967814144836348,0.6464349603884487,97.19971135546203,9.5
19/01/2026,21,39244,41351,35887,838,6606,1332,22126,0,11,2061,1477,672,908,-451,-531,776,645,584,854,-514,2170,4420,0.7205932843507519,0.10974650614072237,0.7439304881165346,93.04075361445209,10.0
19/01/2026,22,39449,41555,35944,792,6606,1721,22126,0,10,1929,1507,692,929,-451,-531,791,664,590,871,-514,2513,4548,0.7276316692989082,0.13049791275939257,0.7521083567595196,81.54228564592378,10.5
19/01/2026,23,39362,41469,35865,760,6606,1998,22126,0,11,1693,1507,633,1054,-451,-531,879,1038,590,851,-514,2758,5056,0.7246446473940809,0.14532034605844274,0.784564272936366,79.07188882236414,11.0
19/01/2026,24,39195,41300,35799,728,6606,2120,22126,0,10,1613,1507,627,1057,-450,-531,882,1094,593,849,-514,2848,5114,0.7189109386802169,0.150765321556053,0.7882698696652185,77.83544704266654,11.5
19/01/2026,25,39053,41160,35697,719,6606,2184,22126,0,11,1540,1369,557,663,-451,-531,840,1212,688,862,-514,2903,4695,0.714035569594177,0.15409280658237037,0.7615001277791975,77.52078990166981,12.0
19/01/2026,26,39033,41139,35681,710,6606,2073,22126,0,11,1654,1351,563,645,-450,-531,837,1197,696,843,-514,2783,4637,0.7133488978919179,0.14683283925222337,0.757794531050345,78.22950679890234,12.5
19/01/2026,27,38774,40881,35461,719,6606,1702,22126,0,11,1685,1232,929,671,-451,-531,468,824,767,57,-514,2421,3452,0.7044564993476619,0.12493193780627987,0.6820853565039612,80.93951775542271,13.0
19/01/2026,28,38494,40610,35162,727,6606,1530,22126,0,11,1504,1217,955,620,-451,-531,455,760,777,-9,-514,2257,3279,0.6948430955160337,0.11500998245507896,0.6710324559161769,81.09516156878291,13.5
19/01/2026,29,38264,41126,34862,756,6606,1319,22126,0,6,1726,1473,990,-323,-451,-531,808,537,984,-437,-514,2075,2536,0.6869463709400535,0.10399903200435598,0.6235624840276003,82.27629019525212,14.0
19/01/2026,30,37780,40729,34371,784,6606,851,22126,0,10,1800,1507,992,-360,-451,-531,822,507,998,-483,-514,1635,2487,0.6703289157453821,0.07737915179381692,0.6204318936877077,83.17850955645963,14.5
19/01/2026,31,37816,41113,34337,833,6606,416,22126,0,10,1844,1507,992,-138,-450,-531,972,475,998,-1054,-514,1249,2257,0.6715649248094486,0.05402625688184403,0.6057372859698441,86.00830394967377,15.0
19/01/2026,32,38787,42113,35198,882,6606,210,22126,0,9,1910,1507,992,-129,-451,-531,977,466,998,-1092,-514,1092,2223,0.7049028359541303,0.044527799624901686,0.6035650396115513,90.95468997359693,15.5
19/01/2026,33,39550,43139,35871,945,6606,26,22126,0,9,2146,1507,992,-405,-450,-519,930,408,997,-1092,-514,971,1854,0.731099361395317,0.03720733256700345,0.5799897776641962,105.41712778580703,16.0
19/01/2026,34,40823,44435,36908,1008,6606,0,22126,0,9,2228,1507,992,-402,-450,-531,928,412,997,-1084,-536,1008,1833,0.7748060152441117,0.03944582249379878,0.5786480960899566,110.68118079805802,16.5
19/01/2026,35,42017,44910,37935,1077,6606,0,22126,0,9,2134,1507,992,321,-451,-531,701,556,998,-788,-514,1077,2791,0.815800315868983,0.04362030370863331,0.6398543317147968,114.30203516000185,17.0
19/01/2026,36,41993,44866,37831,1145,6606,0,22126,0,10,2181,1507,990,358,-451,-531,692,586,984,-767,-514,1145,2854,0.814976309826272,0.04773428519571662,0.643879376437516,113.60905576998069,17.5
19/01/2026,37,41547,44424,37495,1200,6606,0,22126,0,10,2171,1387,923,345,-451,-531,351,740,541,-771,-514,1200,2020,0.799663530865893,0.051061770222034,0.5905954510605673,112.2670548691085,18.0
19/01/2026,38,41051,43910,37084,1254,6606,0,22126,0,10,2140,1371,899,344,-451,-531,338,742,512,-753,-514,1254,1957,0.7826340726498661,0.05432875552060016,0.5865704063378482,109.76981021114531,18.5
19/01/2026,39,40016,42225,36257,1354,6606,0,22126,0,12,2259,1045,234,366,-451,-531,574,526,502,-101,-514,1354,1650,0.7470988120579551,0.06037872829572267,0.566956299514439,105.0285330497022,19.0
19/01/2026,40,38755,40897,35298,1454,6606,0,22126,0,10,2555,1001,199,356,-450,-504,583,470,502,-64,-514,1454,1579,0.7038041612305157,0.06642870107084518,0.5624201380015333,99.2857512898897,19.5
19/01/2026,41,37885,39875,34536,1553,6606,0,22126,0,11,2553,732,576,2,-387,-367,450,96,533,-111,-514,1553,1010,0.6739339421822427,0.07241817411821647,0.5260669562995144,95.97274649153226,20.0
19/01/2026,42,35954,37872,32743,1652,6606,0,22126,0,11,2685,657,597,0,-438,-240,445,46,524,-115,-514,1652,962,0.6076357893291218,0.07840764716558775,0.5230002555583951,78.29814263450127,20.5
19/01/2026,43,33943,36067,30935,1662,6606,0,22126,0,11,3062,112,391,-122,-437,-298,171,1,146,-142,-514,1662,-692,0.5385909496669642,0.07901264444310001,0.4173268591873243,73.49945458758543,21.0
19/01/2026,44,32681,34608,29834,1672,6606,0,22126,0,11,3207,85,376,-130,-342,-184,160,-2,123,-144,-514,1672,-572,0.49526196525441185,0.07961764172061225,0.4249936110401227,69.28768935890785,21.5
19/01/2026,45,31083,32997,28377,1703,6606,0,22126,0,9,3210,75,312,-156,-410,-107,179,51,131,-118,-514,1703,-557,0.44039689624390577,0.08149313328090024,0.42595195502172245,64.3807574150351,22.0
19/01/2026,46,29184,30894,26704,1733,6606,0,22126,0,9,3585,80,304,-156,-300,-5,174,72,131,-136,-504,1733,-340,0.3751974181143995,0.08330812511343699,0.43981599795553283,58.824294574178325,22.5
19/01/2026,47,27331,29956,24914,1764,6606,0,22126,0,9,2918,395,168,96,-293,0,-382,260,105,-845,-496,1764,-992,0.3115772849000893,0.08518361667372497,0.3981599795553284,55.0196288854646,23.0
19/01/2026,48,26465,29072,24171,1794,6606,0,22126,0,9,3100,423,166,103,-295,0,-409,265,104,-895,-399,1794,-937,0.2818444001922681,0.08699860850626172,0.40167390748786097,52.90823255501046,23.5
20/01/2026,1,26500,29467,24222,1868,6606,0,22126,0,17,3367,953,453,-140,-145,0,-603,25,139,-974,-488,1868,-780,0.2830460756712216,0.09147558835985238,0.41170457449527215,52.54543898267078,0.0
20/01/2026,2,27290,30396,25046,1942,6606,0,22126,0,164,3676,1001,484,-155,-78,0,-610,-5,149,-980,-514,1942,-708,0.310169607910458,0.09595256821344304,0.4163046256069512,53.95545116366915,0.5
20/01/2026,3,26897,30855,24748,1974,6606,0,22126,0,229,3600,1113,910,-666,-219,0,-722,-5,402,-1003,-514,1974,-704,0.29667650896106573,0.09788855950148224,0.4165601840020445,52.97019882437802,1.0
20/01/2026,4,26167,30270,24074,2005,6606,0,22126,0,283,3710,1127,937,-693,-249,0,-726,-32,424,-1006,-514,2005,-732,0.27161299182860676,0.09976405106177022,0.4147712752363915,51.34809614312436,1.5
20/01/2026,5,25422,30073,23367,2052,6606,0,22126,0,283,3989,1240,893,-1015,-139,0,-754,-375,613,-1039,-446,2052,-1022,0.2460344709194534,0.1026075382660778,0.3962432915921288,50.07256395757458,2.0
20/01/2026,6,25139,29604,23025,2099,6606,0,22126,0,282,4026,1254,885,-1028,-43,0,-755,-421,627,-1042,-294,2099,-817,0.23631806633248645,0.10545102547038539,0.40934065934065933,49.129949645414875,2.5
20/01/2026,7,24330,28846,22353,2157,6606,0,22126,0,282,3823,1210,707,-1016,-155,0,-805,-453,696,-1063,-142,2157,-1021,0.20854219597610382,0.10896000967995643,0.39630718119090214,47.74174063447865,3.0
20/01/2026,8,23888,28249,21862,2215,6606,0,22126,0,285,3872,1203,682,-1015,-138,0,-806,-487,690,-1030,7,2215,-894,0.19336675135617662,0.1124689938895275,0.4044211602351137,46.66484386264693,3.5
20/01/2026,9,23627,27439,21580,2303,6606,0,22126,0,283,3872,663,256,-1069,-14,0,-901,-872,327,-73,151,2303,-1532,0.1844056856416947,0.11779296993163531,0.36365959621773575,46.835481637020166,4.0
20/01/2026,10,23513,27429,21379,2391,6606,0,22126,0,382,3671,589,221,-1070,0,0,-904,-942,297,-18,200,2391,-1627,0.18049165693881755,0.12311694597374312,0.35759008433427036,46.57186765915455,4.5
20/01/2026,11,23678,28673,21594,2490,6606,0,22126,0,389,3666,-28,19,-1070,56,40,-1018,-1210,41,-680,200,2490,-3650,0.18615669848245553,0.12910641902111442,0.22834142601584462,49.20153091154493,5.0
20/01/2026,12,24372,29499,22243,2588,6606,0,22126,0,317,3536,-130,-10,-1069,11,1,-1022,-1257,24,-722,200,2588,-3974,0.20998420655084804,0.13503539234073447,0.20764119601328904,50.53252205663623,5.5
20/01/2026,13,26582,32719,24333,2709,6606,0,22126,0,317,3313,-433,-565,-1074,76,0,-996,-1430,13,-722,200,2709,-4931,0.2858614296504841,0.1423558593986327,0.14649884998722207,55.46943532591449,6.0
20/01/2026,14,29569,35812,27064,2829,6606,0,22126,0,323,3415,-473,-602,-1074,192,0,-995,-1452,25,-724,200,2829,-4903,0.3884158483828881,0.1496158267287797,0.14828775875287503,61.50393097891479,6.5
20/01/2026,15,32555,38474,29847,2973,6606,0,22126,0,325,3432,-191,-531,-1075,127,0,-1021,-1452,480,-724,166,2973,-4221,0.4909359335301792,0.15832778752495613,0.19186046511627908,77.68808514047483,7.0
20/01/2026,16,34059,40010,31298,3117,6606,0,22126,0,421,3489,-152,-504,-1075,9,0,-1022,-1453,512,-724,33,3117,-4376,0.5425736455400673,0.16703974832113255,0.18195757730641451,81.5141443034669,7.5
20/01/2026,17,34862,40191,31982,3314,6606,19,22126,0,332,3701,255,322,-1075,-55,0,-1022,-1453,585,-724,-68,3333,-3235,0.5701435143857722,0.18010768951539718,0.2548556095067723,81.43307438077235,8.0
20/01/2026,18,35270,40686,32394,3511,6606,387,22126,0,316,3823,325,383,-1074,-10,0,-1021,-1453,588,-724,-218,3898,-3204,0.5841516171118588,0.21429003569483937,0.2568361870687452,80.00849523675217,8.5
20/01/2026,19,35886,40713,32847,3638,6606,1117,22126,0,211,3510,803,514,-822,0,0,-720,-1453,512,-724,-297,4755,-2187,0.6053011055414407,0.2661383023776393,0.3218119090212114,76.69354139289987,9.0
20/01/2026,20,35351,39934,32324,3765,6606,1798,22126,0,163,3701,881,529,-786,0,0,-703,-1441,508,-724,-166,5563,-1902,0.5869326375060083,0.3150220824006292,0.34002044467160747,71.66235513345224,9.5
20/01/2026,21,35059,38272,32056,3857,6606,2681,22126,0,168,3862,1158,753,-162,0,0,-211,-1294,501,-724,-54,6538,-33,0.5769072306530247,0.3740093169580737,0.459430104778942,65.13746142470578,10.0
20/01/2026,22,34334,37416,31427,3949,6606,3018,22126,0,167,4098,1166,768,-134,0,0,-190,-1267,501,-724,58,6967,178,0.5520153814461306,0.39996370016334926,0.47291081012011243,52.01067087739773,10.5
20/01/2026,23,34198,37325,31285,4081,6606,3612,22126,0,168,4093,992,781,110,0,0,-473,-1162,495,-724,123,7693,142,0.5473460138707684,0.4438865025107387,0.4706107845642729,49.80726201767449,11.0
20/01/2026,24,33611,36754,30806,4213,6606,4081,22126,0,166,4407,985,786,118,23,0,-484,-1169,494,-724,200,8294,229,0.5271921994094624,0.480246838889225,0.47616917965755173,47.289131229013215,11.5
20/01/2026,25,33845,37956,31112,4314,6606,3726,22126,0,165,4792,1232,956,-620,0,0,-581,-1421,465,-724,173,8040,-520,0.5352262583258944,0.4648799080404138,0.42831587017633527,49.19325222820592,12.0
20/01/2026,26,33761,38034,31019,4415,6606,3641,22126,0,166,4942,1264,969,-743,0,0,-587,-1453,467,-724,156,8056,-651,0.5323422371764059,0.4658479036844334,0.4199463327370304,49.184615504975135,12.5
20/01/2026,27,33645,38652,31025,4530,6606,3438,22126,0,164,5041,1466,991,-1062,0,0,-1004,-1453,584,-724,100,7968,-1102,0.5283595413033029,0.46052392764232564,0.39113212369026323,49.77212157790275,13.0
20/01/2026,28,33774,38814,31094,4644,6606,3078,22126,0,166,4819,1492,992,-1076,19,0,-1021,-1453,590,-724,176,7722,-1005,0.5327885737828744,0.44564099461552426,0.39732941477127526,50.451406850707514,13.5
20/01/2026,29,34029,38960,31378,4704,6606,2366,22126,0,165,5170,1415,992,-1067,0,0,-922,-1453,537,-724,126,7070,-1096,0.5415436379866786,0.40619517212172546,0.39151546128290315,52.7447335628771,14.0
20/01/2026,30,34404,39313,31906,4764,6606,1458,22126,0,166,5214,1405,983,-1066,0,0,-919,-1453,533,-705,125,6222,-1097,0.5544187324040376,0.35489140298868654,0.3914515716841298,56.089645083835634,14.5
20/01/2026,31,34751,38932,32328,4787,6606,672,22126,0,164,5227,1341,646,-1075,40,0,-846,-1453,520,-43,131,5459,-739,0.5663324864382339,0.3087301107145018,0.4143240480449783,59.086454213905384,15.0
20/01/2026,32,35907,40011,33433,4810,6606,190,22126,0,99,5287,1333,632,-1075,81,0,-842,-1453,527,-35,26,5000,-806,0.6060221108288127,0.28096073567668944,0.4100434449271659,63.95108732125587,15.5
20/01/2026,33,36626,41330,34083,4760,6606,12,22126,0,10,5157,1478,969,-1076,4,0,-479,-1453,771,-1019,-67,4772,-872,0.6307079585250291,0.2671667977494101,0.40582673140812675,77.0265103150414,16.0
20/01/2026,34,37972,42931,35334,4710,6606,0,22126,0,10,5033,1497,980,-1075,-68,0,-466,-1453,786,-1096,-191,4710,-1086,0.6769209640870699,0.2634158146288342,0.39215435727063636,81.59046749691372,16.5
20/01/2026,35,38925,44384,36227,4643,6606,0,22126,0,7,5272,1069,579,-1075,-59,0,-831,-1453,742,-1096,-338,4643,-2462,0.7096408706997185,0.2593623328695021,0.3042422693585484,86.68496515256376,17.0
20/01/2026,36,39417,44974,36738,4575,6606,0,22126,0,7,5438,1012,547,-1072,-5,0,-845,-1453,732,-1096,-479,4575,-2659,0.7265329945752935,0.2552483513824188,0.29165601840020444,88.8973017681012,17.5
20/01/2026,37,39100,43902,36561,4572,6606,0,22126,0,7,5474,655,378,-606,-34,0,-568,-1453,451,-1096,-438,4572,-2711,0.715649248094486,0.2550668521991651,0.2883337592639918,87.93545777704512,18.0
20/01/2026,38,38332,42958,35826,4569,6606,0,22126,0,9,5422,606,354,-584,-6,0,-558,-1453,431,-1096,-320,4569,-2626,0.6892810547277347,0.2548853530159114,0.293764375159724,85.37137163538,18.5
20/01/2026,39,37575,42034,35184,4574,6606,0,22126,0,8,5464,564,-107,-413,-59,-12,-539,-1453,351,-1096,-172,4574,-2936,0.6632905307972259,0.25518785165466756,0.2739585995399949,83.38968149484914,19.0
20/01/2026,40,36556,40802,34284,4578,6606,0,22126,0,7,5516,562,-132,-407,17,0,-538,-1437,345,-1092,-33,4578,-2715,0.6283046075671221,0.25542985056567247,0.28807820086889857,80.04985983287017,19.5
20/01/2026,41,35652,39310,33498,4546,6606,0,22126,0,7,5579,1268,86,-273,5,0,-576,-1237,299,-965,67,4546,-1326,0.5972670466250086,0.25349385927763324,0.37682085356503964,75.84024927570898,20.0
20/01/2026,42,34358,37940,32254,4513,6606,0,22126,0,7,5607,1363,107,-263,79,0,-577,-1187,293,-948,187,4513,-946,0.5528393874888415,0.2514973682618428,0.4010989010989011,61.99509718282865,20.5
20/01/2026,43,32633,35086,30670,4475,6606,0,22126,0,7,5521,730,348,-2,7,0,-332,-865,180,-647,200,4475,-381,0.4936139531689899,0.24919837860729627,0.43719652440582674,57.10901466572355,21.0
20/01/2026,44,30922,33457,29166,4436,6606,0,22126,0,143,5365,646,369,0,0,0,-323,-843,175,-626,200,4436,-402,0.43486918904071964,0.2468388892249985,0.43585484283158704,53.39382764717448,21.5
20/01/2026,45,29082,32183,27481,4450,6606,0,22126,0,161,5651,854,533,-336,0,0,-301,-1066,289,-637,200,4450,-464,0.37169539243287786,0.24768588541351563,0.4318936877076412,49.722066850627925,22.0
20/01/2026,46,27675,30845,26143,4463,6606,0,22126,0,161,5624,882,555,-381,0,0,-300,-1081,305,-647,200,4463,-467,0.3233880381789466,0.24847238187428156,0.43170201891132126,47.18405102627652,22.5
20/01/2026,47,26199,30370,24800,4418,6606,0,22126,0,161,5573,1413,950,-1002,-67,-54,-460,-932,596,-895,200,4418,-251,0.2727116665522214,0.24574989412547643,0.4455021722463583,44.66954262374089,23.0
20/01/2026,48,25124,29431,23755,4372,6606,0,22126,0,162,5343,1506,978,-1035,-220,-10,-465,-902,624,-913,120,4372,-317,0.2358030625557921,0.24296690664892007,0.44128545872731917,43.3174061282177,23.5
21/01/2026,1,25317,29398,23947,4262,6606,0,22126,0,35,5267,1502,973,-1021,-333,0,-344,-763,956,-955,-30,4262,-15,0.24242944448259288,0.23631193659628533,0.46058011755686173,43.398462764442264,0.0
21/01/2026,2,25756,29795,24428,4152,6606,0,22126,0,30,5500,1502,973,-1020,-248,0,-339,-734,978,-958,-110,4152,44,0.25750188834718124,0.22965696654365056,0.4643496038844876,44.16989484010267,0.5
21/01/2026,3,25533,29332,24263,4015,6606,0,22126,0,164,5327,1504,991,-833,-315,0,-173,-587,996,-884,-243,4015,456,0.2498454988669917,0.2213685038417327,0.4906721185790953,43.587978822585896,1.0
21/01/2026,4,24992,28829,23803,3877,6606,0,22126,0,163,5561,1505,992,-825,-241,0,-167,-573,997,-875,-393,3877,420,0.2312710293208817,0.21301954141206364,0.4883720930232558,43.112800078661394,1.5
21/01/2026,5,24780,28414,23608,3771,6606,0,22126,0,163,5517,1505,992,-697,-293,0,44,-623,996,-752,-506,3771,666,0.2239923092769347,0.20660657027043378,0.5040889343214925,42.697852411782655,2.0
21/01/2026,6,24395,27925,23247,3664,6606,0,22126,0,159,5513,1505,992,-692,-191,0,52,-633,996,-741,-514,3664,774,0.21077387900844607,0.2001330994010527,0.510989010989011,42.21397552996523,2.5
