SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,SOURCE_FILE,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW,SCOTTISH_TRANSFER,TIMESTAMP,YEAR,MONTH,DAY,HOUR,MINUTE,DAY_OF_WEEK,DAY_NAME,IS_WEEKEND,GRID_STRESS_SCORE,RENEWABLE_RATIO,DAY_OF_YEAR,HOUR_SIN,HOUR_COS,MONTH_SIN,MONTH_COS,ND_LAG_1,ND_LAG_48,ND_LAG_336,ND_ROLLING_6H,ND_ROLLING_24H,ND_ROLLING_7D,IS_PEAK_DEMAND,TOTAL_RENEWABLE_GENERATION,TOTAL_RENEWABLE_CAPACITY,RENEWABLE_UTILIZATION,TOTAL_INTERCONNECTOR_FLOW,ABS_INTERCONNECTOR_FLOW,INTERCONNECTOR_DEPENDENCY,STORAGE_RATIO,SCOTLAND_TRANSFER_RATIO,IS_PEAK_PRICING_PERIOD,IS_OFF_PEAK,CARBON_INTENSITY_SCORE,DEMAND_PRESSURE,PEAK_LOAD_INDICATOR,GRID_STATE,PEAK_RISK,CARBON_INTENSITY,NATIONAL_PRICE,MARKET_VOLATILITY_INDEX,TIME_OF_USE_SIGNAL,MARKET_CONGESTION_INDEX,CARBON_PRICE_SIGNAL,PRICE_CATEGORY
2026-04-08,10,20782,23869,18844,984,6606,0,22126,0,121,1505,992,-444,-451,-510,553,demanddata_2026.csv,0.0,997.0,-547.0,-514.0,1744.0,2026-04-08 04:30:00,2026,4,8,4,30,2,Wednesday,0,0.3073990967717137,0.0342463369644659,98,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,20762.0,19954.0,22165.0,22195.75,22892.0,23750.717261904763,0,984,28732,0.0342463369644659,1581.0,6513.0,0.3133811288071982,0.0,0.0839147380070249,0,1,0.6445025575183443,0.1723623952302773,0,MODERATE,0.2151793677401996,0.6445025575183443,56.0,0.0053068535280621,0.82,1.0256961751002276,1.143698464306991,Very Low
2026-04-08,11,21100,25011,19121,911,6606,0,22126,0,8,1507,993,-870,-451,-413,-445,demanddata_2026.csv,44.0,997.0,-710.0,-514.0,1573.0,2026-04-08 05:00:00,2026,4,8,5,0,2,Wednesday,0,0.3460813366043729,0.0317057042425086,98,0.9659258262890684,0.2588190451025207,0.8660254037844387,-0.4999999999999998,20782.0,20281.0,22267.0,22016.33333333333,22909.0625,23747.24404761905,0,911,28732,0.0317057042425086,138.0,6944.0,0.3290839296715795,0.0,0.0745462300364911,0,1,0.6513439799264386,0.1792318327140758,0,MODERATE,0.242256935623061,0.6513439799264386,57.5,0.203025946553413,0.82,1.0022429298948965,1.1452410958515085,Very Low
2026-04-08,12,22006,26119,19915,838,6606,0,22126,0,10,1507,992,-888,-451,-501,-520,demanddata_2026.csv,79.0,997.0,-729.0,-514.0,1235.0,2026-04-08 05:30:00,2026,4,8,5,30,2,Wednesday,0,0.3449603413543599,0.0291650715205512,98,0.9659258262890684,0.2588190451025207,0.8660254037844387,-0.4999999999999998,21100.0,21171.0,22903.0,21944.416666666668,22926.45833333333,23744.574404761905,0,838,28732,0.0291650715205512,-28.0,7178.0,0.3261689462443768,0.0,0.0561185077475348,0,1,0.6579075374069202,0.1988032489415017,0,MODERATE,0.2414722389480519,0.6579075374069202,58.1,0.0157343913185924,0.82,1.0004550872250515,1.146721073290362,Very Low
2026-04-08,13,23593,28358,21434,764,6606,0,22126,0,10,1507,992,-974,-451,-431,-935,demanddata_2026.csv,451.0,998.0,-950.0,-514.0,1193.0,2026-04-08 06:00:00,2026,4,8,6,0,2,Wednesday,0,0.3608976683999155,0.0265896356106219,98,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,22006.0,22841.0,24792.0,22028.83333333333,22942.125,23741.00595238096,0,764,28732,0.0265896356106219,-307.0,8203.0,0.3476731372382809,0.0,0.0505637026362634,0,0,0.6731135980748008,0.2330856303464961,0,MODERATE,0.2526283678799408,0.6731135980748008,71.75,0.3426437148460269,1.08,1.0049897063603856,1.150149797239108,Low
2026-04-08,14,24746,29249,22561,690,6606,135,22126,0,8,1490,991,-859,-451,-458,-879,demanddata_2026.csv,527.0,998.0,-834.0,-514.0,1384.0,2026-04-08 06:30:00,2026,4,8,6,30,2,Wednesday,0,0.3905479013897187,0.028712630076915,98,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,23593.0,24391.0,26288.0,22194.25,22949.52083333333,23736.416666666668,0,825,28732,0.028712630076915,11.0,8001.0,0.323311916595951,0.0,0.0559259708247464,0,0,0.6736164117870275,0.2579927417264322,0,MODERATE,0.2733835309728031,0.6736164117870275,81.59,0.0570459219686657,1.08,1.0001787842669845,1.150263173704882,Moderate
2026-04-08,15,26937,28934,24417,631,6606,924,22126,0,8,574,925,777,-451,-524,464,demanddata_2026.csv,901.0,998.0,790.0,-514.0,471.0,2026-04-08 07:00:00,2026,4,8,7,0,2,Wednesday,0,0.6125936111763147,0.0541189572964883,98,0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998,24746.0,26594.0,28270.0,22520.33333333333,22956.666666666668,23732.449404761905,0,1555,28732,0.0541189572964883,3940.0,6918.0,0.256811938525503,0.0,0.0174845942534709,0,0,0.6592451101784973,0.3053227339497105,1,HIGH,0.7288155278234203,0.6592451101784973,84.4,0.335914013594575,1.08,1.0640372738108137,1.147022674598897,Moderate
2026-04-08,16,27751,29751,24672,571,6606,2156,22126,0,8,497,920,978,-451,-527,591,demanddata_2026.csv,977.0,998.0,989.0,-514.0,117.0,2026-04-08 07:30:00,2026,4,8,7,30,2,Wednesday,0,0.6162025756516386,0.0949082935996937,98,0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998,26937.0,26823.0,29317.0,22926.08333333333,22976.0,23727.78869047619,0,2727,28732,0.0949082935996937,4458.0,7442.0,0.2681608532718362,0.0,0.0042159123666762,0,0,0.6453781316995026,0.3229067657478614,1,HIGH,0.7313418029561469,0.6453781316995026,85.58,0.0174275942761565,1.08,1.072456387474266,1.1438958923081946,High
2026-04-08,17,27966,29967,24884,485,6606,3503,22126,0,8,500,929,1002,-451,-528,980,demanddata_2026.csv,1350.0,998.0,989.0,-514.0,-181.0,2026-04-08 08:00:00,2026,4,8,8,0,2,Wednesday,0,0.5998086617284625,0.1387951136324087,98,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,27751.0,27460.0,31513.0,23347.58333333333,22986.541666666668,23717.23214285714,0,3988,28732,0.1387951136324087,5255.0,8241.0,0.2946687167018271,0.0,-0.0064719133264204,0,0,0.6296044270619685,0.3275511967510585,1,MODERATE,0.7198660632099236,0.6296044270619685,86.46,0.0071015444165574,1.08,1.0854101202730524,1.1403391737054995,High
2026-04-08,18,26865,28866,23980,398,6606,5039,22126,0,8,500,930,1003,-451,-528,997,demanddata_2026.csv,1397.0,998.0,989.0,-514.0,-510.0,2026-04-08 08:30:00,2026,4,8,8,30,2,Wednesday,0,0.5581518288156114,0.1892249330038631,98,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,27966.0,26593.0,31713.0,23752.08333333333,22992.20833333333,23702.80357142857,0,5437,28732,0.1892249330038631,5321.0,8307.0,0.3092012208739671,0.0,-0.0189831013176505,0,0,0.597032658616452,0.3037673896137561,1,MODERATE,0.6907062801709279,0.597032658616452,80.5,0.0981584887854521,1.08,1.0864828258749593,1.1329947598588517,Moderate
2026-04-08,19,25715,27719,22788,342,6606,6582,22126,0,11,500,929,1004,-451,-528,1016,demanddata_2026.csv,1397.0,999.0,989.0,-514.0,-664.0,2026-04-08 09:00:00,2026,4,8,9,0,2,Wednesday,0,0.5572753130895874,0.2409772735182542,98,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,26865.0,25510.0,32273.0,24102.83333333333,22996.479166666668,23683.28571428572,0,6924,28732,0.2409772735182542,5341.0,8327.0,0.3238061906983979,0.0,-0.0258205008554985,0,0,0.5606787100058889,0.2789250842478182,1,MODERATE,0.6900927191627112,0.5606787100058889,85.48,0.2215157466478703,1.08,1.0868078881785674,1.124797524759309,High
2026-04-08,20,24562,26563,21669,285,6606,7998,22126,0,9,500,929,1003,-451,-527,1017,demanddata_2026.csv,1397.0,998.0,989.0,-514.0,-607.0,2026-04-08 09:30:00,2026,4,8,9,30,2,Wednesday,0,0.5093298772542726,0.288274805972227,98,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,25715.0,23956.0,31844.0,24398.75,23009.104166666668,23661.61309523809,0,8283,28732,0.288274805972227,5341.0,8325.0,0.338924398485527,0.0,-0.0247119651508366,0,0,0.5238662670922406,0.2540179728678821,1,MODERATE,0.6565309140779908,0.5238662670922406,73.59,0.2359662161160682,1.08,1.0868078881785674,1.1164969065132904,Low
2026-04-08,21,23062,25063,20242,268,6606,9323,22126,0,9,500,929,1002,-451,-527,1016,demanddata_2026.csv,1397.0,998.0,989.0,-514.0,-718.0,2026-04-08 10:00:00,2026,4,8,10,0,2,Wednesday,0,0.3108235563824839,0.3337973758396269,98,0.4999999999999999,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,24562.0,22171.0,31547.0,24590.416666666668,23027.666666666668,23636.36011904762,0,9591,28732,0.3337973758396269,5339.0,8323.0,0.3608810649091619,0.0,-0.0311321163768807,0,0,0.4813196752415607,0.2216149658688326,0,MODERATE,0.2175764894677387,0.4813196752415607,64.89,0.2441081872452455,0.95,1.0867753819482069,1.1069033292152537,Low
2026-04-08,22,21778,23779,19057,250,6606,10465,22126,0,9,500,929,1003,-451,-527,1016,demanddata_2026.csv,1397.0,998.0,989.0,-514.0,-499.0,2026-04-08 10:30:00,2026,4,8,10,30,2,Wednesday,0,0.2279755233493565,0.3729161591201754,98,0.4999999999999999,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,23062.0,20651.0,31128.0,24673.416666666668,23051.14583333333,23608.53273809524,0,10715,28732,0.3729161591201754,5340.0,8324.0,0.3822030396253271,0.0,-0.0229119794297258,0,0,0.4410024666109315,0.1938779918776462,0,LOW,0.1595828663445495,0.4410024666109315,65.35,0.1512599888016625,0.95,1.086791635063387,1.097812442246058,Low
